shipment_id,lot_id,ndc,qty,line_no
SHP-010-3,LOT-010-C,NDC-0006-5332-01,34,2
SHP-010-3,LOT-010-C,NDC-0006-5333-01,30,3
SHP-011-1,LOT-011-A,NDC-0006-5331-01,33,1
SHP-011-1,LOT-011-A,NDC-0006-5332-01,33,2
SHP-011-1,LOT-011-A,NDC-0006-5333-01,23,3
SHP-011-2,LOT-011-B,NDC-0006-5331-01,17,1
SHP-011-2,LOT-011-B,NDC-0006-5332-01,8,2
SHP-011-2,LOT-011-B,NDC-0006-5333-01,15,3
SHP-011-3,LOT-011-C,NDC-0006-5331-01,27,1
SHP-011-3,LOT-011-C,NDC-0006-5332-01,20,2
SHP-011-3,LOT-011-C,NDC-0006-5333-01,32,3
SHP-012-1,LOT-012-A,NDC-0006-5331-01,22,1
SHP-012-1,LOT-012-A,NDC-0006-5332-01,26,2
SHP-012-1,LOT-012-A,NDC-0006-5333-01,23,3
SHP-012-2,LOT-012-B,NDC-0006-5331-01,12,1
SHP-012-2,LOT-012-B,NDC-0006-5332-01,4,2
SHP-012-2,LOT-012-B,NDC-0006-5333-01,6,3
SHP-012-3,LOT-012-C,NDC-0006-5331-01,14,1
SHP-012-3,LOT-012-C,NDC-0006-5332-01,16,2
SHP-012-3,LOT-012-C,NDC-0006-5333-01,10,3
SHP-013-1,LOT-013-A,NDC-0006-5331-01,26,1
SHP-013-1,LOT-013-A,NDC-0006-5332-01,30,2
SHP-013-1,LOT-013-A,NDC-0006-5333-01,34,3
SHP-013-2,LOT-013-B,NDC-0006-5331-01,14,1
SHP-013-2,LOT-013-B,NDC-0006-5332-01,13,2
SHP-013-2,LOT-013-B,NDC-0006-5333-01,13,3
SHP-013-3,LOT-013-C,NDC-0006-5331-01,21,1
SHP-013-3,LOT-013-C,NDC-0006-5332-01,20,2
SHP-013-3,LOT-013-C,NDC-0006-5333-01,36,3
SHP-014-1,LOT-014-A,NDC-0006-5331-01,32,1
SHP-014-1,LOT-014-A,NDC-0006-5332-01,29,2
SHP-014-1,LOT-014-A,NDC-0006-5333-01,36,3
SHP-014-2,LOT-014-B,NDC-0006-5331-01,17,1
SHP-014-2,LOT-014-B,NDC-0006-5332-01,20,2
SHP-014-2,LOT-014-B,NDC-0006-5333-01,9,3
SHP-014-3,LOT-014-C,NDC-0006-5331-01,33,1
SHP-014-3,LOT-014-C,NDC-0006-5332-01,34,2
SHP-014-3,LOT-014-C,NDC-0006-5333-01,28,3
SHP-015-1,LOT-015-A,NDC-0006-5331-01,39,1
SHP-015-1,LOT-015-A,NDC-0006-5332-01,35,2
SHP-015-1,LOT-015-A,NDC-0006-5333-01,17,3
SHP-015-2,LOT-015-B,NDC-0006-5331-01,15,1
SHP-015-2,LOT-015-B,NDC-0006-5332-01,13,2
SHP-015-2,LOT-015-B,NDC-0006-5333-01,14,3
SHP-015-3,LOT-015-C,NDC-0006-5331-01,21,1
SHP-015-3,LOT-015-C,NDC-0006-5332-01,26,2
SHP-015-3,LOT-015-C,NDC-0006-5333-01,27,3
SHP-016-1,LOT-016-A,NDC-0006-5331-01,39,1
SHP-016-1,LOT-016-A,NDC-0006-5332-01,34,2
SHP-016-1,LOT-016-A,NDC-0006-5333-01,25,3
SHP-016-2,LOT-016-B,NDC-0006-5331-01,13,1
SHP-016-2,LOT-016-B,NDC-0006-5332-01,13,2
SHP-016-2,LOT-016-B,NDC-0006-5333-01,18,3
SHP-016-3,LOT-016-C,NDC-0006-5331-01,34,1
SHP-016-3,LOT-016-C,NDC-0006-5332-01,26,2
SHP-016-3,LOT-016-C,NDC-0006-5333-01,23,3
SHP-017-1,LOT-017-A,NDC-0006-5331-01,38,1
SHP-017-1,LOT-017-A,NDC-0006-5332-01,37,2
SHP-017-1,LOT-017-A,NDC-0006-5333-01,20,3
SHP-017-2,LOT-017-B,NDC-0006-5331-01,9,1
SHP-017-2,LOT-017-B,NDC-0006-5332-01,16,2
SHP-017-2,LOT-017-B,NDC-0006-5333-01,18,3
SHP-017-3,LOT-017-C,NDC-0006-5331-01,33,1
SHP-017-3,LOT-017-C,NDC-0006-5332-01,20,2
SHP-017-3,LOT-017-C,NDC-0006-5333-01,26,3
SHP-018-1,LOT-018-A,NDC-0006-5331-01,32,1
SHP-018-1,LOT-018-A,NDC-0006-5332-01,43,2
SHP-018-1,LOT-018-A,NDC-0006-5333-01,21,3
SHP-018-2,LOT-018-B,NDC-0006-5331-01,17,1
SHP-018-2,LOT-018-B,NDC-0006-5332-01,13,2
SHP-018-2,LOT-018-B,NDC-0006-5333-01,17,3
SHP-018-3,LOT-018-C,NDC-0006-5331-01,34,1
SHP-018-3,LOT-018-C,NDC-0006-5332-01,31,2
SHP-018-3,LOT-018-C,NDC-0006-5333-01,22,3
SHP-019-1,LOT-019-A,NDC-0006-5331-01,40,1
SHP-019-1,LOT-019-A,NDC-0006-5332-01,23,2
SHP-019-1,LOT-019-A,NDC-0006-5333-01,35,3
SHP-019-2,LOT-019-B,NDC-0006-5331-01,10,1
SHP-019-2,LOT-019-B,NDC-0006-5332-01,19,2
SHP-019-2,LOT-019-B,NDC-0006-5333-01,15,3
SHP-019-3,LOT-019-C,NDC-0006-5331-01,28,1
SHP-019-3,LOT-019-C,NDC-0006-5332-01,37,2
SHP-019-3,LOT-019-C,NDC-0006-5333-01,23,3
SHP-020-1,LOT-020-A,NDC-0006-5331-01,44,1
SHP-020-1,LOT-020-A,NDC-0006-5332-01,25,2
SHP-020-1,LOT-020-A,NDC-0006-5333-01,28,3
SHP-020-2,LOT-020-B,NDC-0006-5331-01,14,1
SHP-020-2,LOT-020-B,NDC-0006-5332-01,24,2
SHP-020-2,LOT-020-B,NDC-0006-5333-01,10,3
SHP-020-3,LOT-020-C,NDC-0006-5331-01,28,1
SHP-020-3,LOT-020-C,NDC-0006-5332-01,32,2
SHP-020-3,LOT-020-C,NDC-0006-5333-01,25,3
SHP-021-1,LOT-021-A,NDC-0006-5331-01,29,1
SHP-021-1,LOT-021-A,NDC-0006-5332-01,36,2
SHP-021-1,LOT-021-A,NDC-0006-5333-01,33,3
SHP-021-2,LOT-021-B,NDC-0006-5331-01,11,1
SHP-021-2,LOT-021-B,NDC-0006-5332-01,20,2
SHP-021-2,LOT-021-B,NDC-0006-5333-01,12,3
SHP-021-3,LOT-021-C,NDC-0006-5331-01,27,1
SHP-021-3,LOT-021-C,NDC-0006-5332-01,30,2
SHP-021-3,LOT-021-C,NDC-0006-5333-01,23,3
SHP-022-1,LOT-022-A,NDC-0006-5331-01,27,1
SHP-022-1,LOT-022-A,NDC-0006-5332-01,37,2
SHP-022-1,LOT-022-A,NDC-0006-5333-01,33,3
SHP-022-2,LOT-022-B,NDC-0006-5331-01,12,1
SHP-022-2,LOT-022-B,NDC-0006-5332-01,19,2
SHP-022-2,LOT-022-B,NDC-0006-5333-01,13,3
SHP-022-3,LOT-022-C,NDC-0006-5331-01,39,1
SHP-022-3,LOT-022-C,NDC-0006-5332-01,16,2
SHP-022-3,LOT-022-C,NDC-0006-5333-01,27,3
SHP-023-1,LOT-023-A,NDC-0006-5331-01,36,1
SHP-023-1,LOT-023-A,NDC-0006-5332-01,37,2
SHP-023-1,LOT-023-A,NDC-0006-5333-01,23,3
SHP-023-2,LOT-023-B,NDC-0006-5331-01,14,1
SHP-023-2,LOT-023-B,NDC-0006-5332-01,20,2
SHP-023-2,LOT-023-B,NDC-0006-5333-01,11,3
SHP-023-3,LOT-023-C,NDC-0006-5331-01,30,1
SHP-023-3,LOT-023-C,NDC-0006-5332-01,25,2
SHP-023-3,LOT-023-C,NDC-0006-5333-01,33,3
SHP-024-1,LOT-024-A,NDC-0006-5331-01,39,1
SHP-024-1,LOT-024-A,NDC-0006-5332-01,27,2
SHP-024-1,LOT-024-A,NDC-0006-5333-01,33,3
SHP-024-2,LOT-024-B,NDC-0006-5331-01,13,1
SHP-024-2,LOT-024-B,NDC-0006-5332-01,13,2
SHP-024-2,LOT-024-B,NDC-0006-5333-01,20,3
SHP-024-3,LOT-024-C,NDC-0006-5331-01,35,1
SHP-024-3,LOT-024-C,NDC-0006-5332-01,23,2
SHP-024-3,LOT-024-C,NDC-0006-5333-01,31,3
SHP-025-1,LOT-025-A,NDC-0006-5331-01,36,1
SHP-025-1,LOT-025-A,NDC-0006-5332-01,23,2
SHP-025-1,LOT-025-A,NDC-0006-5333-01,33,3
SHP-025-2,LOT-025-B,NDC-0006-5331-01,10,1
SHP-025-2,LOT-025-B,NDC-0006-5332-01,16,2
SHP-025-2,LOT-025-B,NDC-0006-5333-01,17,3
SHP-025-3,LOT-025-C,NDC-0006-5331-01,31,1
SHP-025-3,LOT-025-C,NDC-0006-5332-01,21,2
SHP-025-3,LOT-025-C,NDC-0006-5333-01,28,3
SHP-026-1,LOT-026-A,NDC-0006-5331-01,28,1
SHP-026-1,LOT-026-A,NDC-0006-5332-01,31,2
SHP-026-1,LOT-026-A,NDC-0006-5333-01,31,3
SHP-026-2,LOT-026-B,NDC-0006-5331-01,7,1
SHP-026-2,LOT-026-B,NDC-0006-5332-01,10,2
SHP-026-2,LOT-026-B,NDC-0006-5333-01,22,3
SHP-026-3,LOT-026-C,NDC-0006-5331-01,33,1
SHP-026-3,LOT-026-C,NDC-0006-5332-01,17,2
SHP-026-3,LOT-026-C,NDC-0006-5333-01,29,3
SHP-027-1,LOT-027-A,NDC-0006-5331-01,29,1
SHP-027-1,LOT-027-A,NDC-0006-5332-01,36,2
SHP-027-1,LOT-027-A,NDC-0006-5333-01,29,3
SHP-027-2,LOT-027-B,NDC-0006-5331-01,23,1
SHP-027-2,LOT-027-B,NDC-0006-5332-01,12,2
SHP-027-2,LOT-027-B,NDC-0006-5333-01,10,3
SHP-027-3,LOT-027-C,NDC-0006-5331-01,29,1
SHP-027-3,LOT-027-C,NDC-0006-5332-01,25,2
SHP-027-3,LOT-027-C,NDC-0006-5333-01,32,3
SHP-028-1,LOT-028-A,NDC-0006-5331-01,29,1
SHP-028-1,LOT-028-A,NDC-0006-5332-01,32,2
SHP-028-1,LOT-028-A,NDC-0006-5333-01,29,3
SHP-028-2,LOT-028-B,NDC-0006-5331-01,17,1
SHP-028-2,LOT-028-B,NDC-0006-5332-01,13,2
SHP-028-2,LOT-028-B,NDC-0006-5333-01,16,3
SHP-028-3,LOT-028-C,NDC-0006-5331-01,29,1
SHP-028-3,LOT-028-C,NDC-0006-5332-01,25,2
SHP-028-3,LOT-028-C,NDC-0006-5333-01,36,3
SHP-029-1,LOT-029-A,NDC-0006-5331-01,32,1
SHP-029-1,LOT-029-A,NDC-0006-5332-01,34,2
SHP-029-1,LOT-029-A,NDC-0006-5333-01,30,3
SHP-029-2,LOT-029-B,NDC-0006-5331-01,8,1
SHP-029-2,LOT-029-B,NDC-0006-5332-01,12,2
SHP-029-2,LOT-029-B,NDC-0006-5333-01,20,3
SHP-029-3,LOT-029-C,NDC-0006-5331-01,28,1
SHP-029-3,LOT-029-C,NDC-0006-5332-01,37,2
SHP-029-3,LOT-029-C,NDC-0006-5333-01,19,3
SHP-030-1,LOT-030-A,NDC-0006-5331-01,31,1
SHP-030-1,LOT-030-A,NDC-0006-5332-01,30,2
SHP-030-1,LOT-030-A,NDC-0006-5333-01,33,3
SHP-030-2,LOT-030-B,NDC-0006-5331-01,17,1
SHP-030-2,LOT-030-B,NDC-0006-5332-01,12,2
SHP-030-2,LOT-030-B,NDC-0006-5333-01,15,3
SHP-030-3,LOT-030-C,NDC-0006-5331-01,21,1
SHP-030-3,LOT-030-C,NDC-0006-5332-01,35,2
SHP-030-3,LOT-030-C,NDC-0006-5333-01,29,3
SHP-031-1,LOT-031-A,NDC-0006-5331-01,36,1
SHP-031-1,LOT-031-A,NDC-0006-5332-01,25,2
SHP-031-1,LOT-031-A,NDC-0006-5333-01,35,3
SHP-031-2,LOT-031-B,NDC-0006-5331-01,16,1
SHP-031-2,LOT-031-B,NDC-0006-5332-01,11,2
SHP-031-2,LOT-031-B,NDC-0006-5333-01,16,3
SHP-031-3,LOT-031-C,NDC-0006-5331-01,30,1
SHP-031-3,LOT-031-C,NDC-0006-5332-01,25,2
SHP-031-3,LOT-031-C,NDC-0006-5333-01,32,3
SHP-032-1,LOT-032-A,NDC-0006-5331-01,30,1
SHP-032-1,LOT-032-A,NDC-0006-5332-01,28,2
SHP-032-1,LOT-032-A,NDC-0006-5333-01,29,3
SHP-032-2,LOT-032-B,NDC-0006-5331-01,12,1
SHP-032-2,LOT-032-B,NDC-0006-5332-01,13,2
SHP-032-2,LOT-032-B,NDC-0006-5333-01,21,3
SHP-032-3,LOT-032-C,NDC-0006-5331-01,32,1
SHP-032-3,LOT-032-C,NDC-0006-5332-01,29,2
SHP-032-3,LOT-032-C,NDC-0006-5333-01,25,3
SHP-033-1,LOT-033-A,NDC-0006-5331-01,32,1
SHP-033-1,LOT-033-A,NDC-0006-5332-01,32,2
SHP-033-1,LOT-033-A,NDC-0006-5333-01,33,3
SHP-033-2,LOT-033-B,NDC-0006-5331-01,12,1
SHP-033-2,LOT-033-B,NDC-0006-5332-01,20,2
SHP-033-2,LOT-033-B,NDC-0006-5333-01,12,3
SHP-033-3,LOT-033-C,NDC-0006-5331-01,34,1
SHP-033-3,LOT-033-C,NDC-0006-5332-01,25,2
SHP-033-3,LOT-033-C,NDC-0006-5333-01,30,3
SHP-034-1,LOT-034-A,NDC-0006-5331-01,34,1
SHP-034-1,LOT-034-A,NDC-0006-5332-01,27,2
SHP-034-1,LOT-034-A,NDC-0006-5333-01,34,3
SHP-034-2,LOT-034-B,NDC-0006-5331-01,17,1
SHP-034-2,LOT-034-B,NDC-0006-5332-01,13,2
SHP-034-2,LOT-034-B,NDC-0006-5333-01,15,3
SHP-034-3,LOT-034-C,NDC-0006-5331-01,29,1
SHP-034-3,LOT-034-C,NDC-0006-5332-01,25,2
SHP-034-3,LOT-034-C,NDC-0006-5333-01,33,3
SHP-035-1,LOT-035-A,NDC-0006-5331-01,23,1
SHP-035-1,LOT-035-A,NDC-0006-5332-01,33,2
SHP-035-1,LOT-035-A,NDC-0006-5333-01,40,3
SHP-035-2,LOT-035-B,NDC-0006-5331-01,17,1
SHP-035-2,LOT-035-B,NDC-0006-5332-01,19,2
SHP-035-2,LOT-035-B,NDC-0006-5333-01,10,3
SHP-035-3,LOT-035-C,NDC-0006-5331-01,26,1
SHP-035-3,LOT-035-C,NDC-0006-5332-01,32,2
SHP-035-3,LOT-035-C,NDC-0006-5333-01,30,3
SHP-036-1,LOT-036-A,NDC-0006-5331-01,20,1
SHP-036-1,LOT-036-A,NDC-0006-5332-01,35,2
SHP-036-1,LOT-036-A,NDC-0006-5333-01,38,3
SHP-036-2,LOT-036-B,NDC-0006-5331-01,15,1
SHP-036-2,LOT-036-B,NDC-0006-5332-01,16,2
SHP-036-2,LOT-036-B,NDC-0006-5333-01,12,3
SHP-036-3,LOT-036-C,NDC-0006-5331-01,31,1
SHP-036-3,LOT-036-C,NDC-0006-5332-01,26,2
SHP-036-3,LOT-036-C,NDC-0006-5333-01,27,3
SHP-037-1,LOT-037-A,NDC-0006-5331-01,23,1
SHP-037-1,LOT-037-A,NDC-0006-5332-01,32,2
SHP-037-1,LOT-037-A,NDC-0006-5333-01,37,3
SHP-037-2,LOT-037-B,NDC-0006-5331-01,14,1
SHP-037-2,LOT-037-B,NDC-0006-5332-01,13,2
SHP-037-2,LOT-037-B,NDC-0006-5333-01,17,3
SHP-037-3,LOT-037-C,NDC-0006-5331-01,33,1
SHP-037-3,LOT-037-C,NDC-0006-5332-01,33,2
SHP-037-3,LOT-037-C,NDC-0006-5333-01,19,3
SHP-038-1,LOT-038-A,NDC-0006-5331-01,19,1
SHP-038-1,LOT-038-A,NDC-0006-5332-01,40,2
SHP-038-1,LOT-038-A,NDC-0006-5333-01,40,3
SHP-038-2,LOT-038-B,NDC-0006-5331-01,16,1
SHP-038-2,LOT-038-B,NDC-0006-5332-01,20,2
SHP-038-2,LOT-038-B,NDC-0006-5333-01,13,3
SHP-038-3,LOT-038-C,NDC-0006-5331-01,30,1
SHP-038-3,LOT-038-C,NDC-0006-5332-01,29,2
SHP-038-3,LOT-038-C,NDC-0006-5333-01,33,3
SHP-039-1,LOT-039-A,NDC-0006-5331-01,29,1
SHP-039-1,LOT-039-A,NDC-0006-5332-01,40,2
SHP-039-1,LOT-039-A,NDC-0006-5333-01,29,3
SHP-039-2,LOT-039-B,NDC-0006-5331-01,16,1
SHP-039-2,LOT-039-B,NDC-0006-5332-01,18,2
SHP-039-2,LOT-039-B,NDC-0006-5333-01,15,3
SHP-039-3,LOT-039-C,NDC-0006-5331-01,28,1
SHP-039-3,LOT-039-C,NDC-0006-5332-01,22,2
SHP-039-3,LOT-039-C,NDC-0006-5333-01,40,3
SHP-040-1,LOT-040-A,NDC-0006-5331-01,34,1
SHP-040-1,LOT-040-A,NDC-0006-5332-01,27,2
SHP-040-1,LOT-040-A,NDC-0006-5333-01,32,3
SHP-040-2,LOT-040-B,NDC-0006-5331-01,17,1
SHP-040-2,LOT-040-B,NDC-0006-5332-01,16,2
SHP-040-2,LOT-040-B,NDC-0006-5333-01,11,3
SHP-040-3,LOT-040-C,NDC-0006-5331-01,26,1
SHP-040-3,LOT-040-C,NDC-0006-5332-01,30,2
SHP-040-3,LOT-040-C,NDC-0006-5333-01,26,3
SHP-041-1,LOT-041-A,NDC-0006-5331-01,30,1
SHP-041-1,LOT-041-A,NDC-0006-5332-01,33,2
SHP-041-1,LOT-041-A,NDC-0006-5333-01,29,3
SHP-041-2,LOT-041-B,NDC-0006-5331-01,15,1
SHP-041-2,LOT-041-B,NDC-0006-5332-01,15,2
SHP-041-2,LOT-041-B,NDC-0006-5333-01,14,3
SHP-041-3,LOT-041-C,NDC-0006-5331-01,24,1
SHP-041-3,LOT-041-C,NDC-0006-5332-01,23,2
SHP-041-3,LOT-041-C,NDC-0006-5333-01,37,3
SHP-042-1,LOT-042-A,NDC-0006-5331-01,39,1
SHP-042-1,LOT-042-A,NDC-0006-5332-01,22,2
SHP-042-1,LOT-042-A,NDC-0006-5333-01,30,3
SHP-042-2,LOT-042-B,NDC-0006-5331-01,9,1
SHP-042-2,LOT-042-B,NDC-0006-5332-01,16,2
SHP-042-2,LOT-042-B,NDC-0006-5333-01,14,3
SHP-042-3,LOT-042-C,NDC-0006-5331-01,24,1
SHP-042-3,LOT-042-C,NDC-0006-5332-01,17,2
SHP-042-3,LOT-042-C,NDC-0006-5333-01,37,3
SHP-043-1,LOT-043-A,NDC-0006-5331-01,37,1
SHP-043-1,LOT-043-A,NDC-0006-5332-01,35,2
SHP-043-1,LOT-043-A,NDC-0006-5333-01,26,3
SHP-043-2,LOT-043-B,NDC-0006-5331-01,16,1
SHP-043-2,LOT-043-B,NDC-0006-5332-01,15,2
SHP-043-2,LOT-043-B,NDC-0006-5333-01,15,3
SHP-043-3,LOT-043-C,NDC-0006-5331-01,25,1
SHP-043-3,LOT-043-C,NDC-0006-5332-01,29,2
SHP-043-3,LOT-043-C,NDC-0006-5333-01,35,3
SHP-044-1,LOT-044-A,NDC-0006-5331-01,38,1
SHP-044-1,LOT-044-A,NDC-0006-5332-01,31,2
SHP-044-1,LOT-044-A,NDC-0006-5333-01,19,3
SHP-044-2,LOT-044-B,NDC-0006-5331-01,23,1
SHP-044-2,LOT-044-B,NDC-0006-5332-01,12,2
SHP-044-2,LOT-044-B,NDC-0006-5333-01,12,3
SHP-044-3,LOT-044-C,NDC-0006-5331-01,28,1
SHP-044-3,LOT-044-C,NDC-0006-5332-01,33,2
SHP-044-3,LOT-044-C,NDC-0006-5333-01,23,3
SHP-045-1,LOT-045-A,NDC-0006-5331-01,28,1
SHP-045-1,LOT-045-A,NDC-0006-5332-01,36,2
SHP-045-1,LOT-045-A,NDC-0006-5333-01,34,3
SHP-045-2,LOT-045-B,NDC-0006-5331-01,13,1
SHP-045-2,LOT-045-B,NDC-0006-5332-01,15,2
SHP-045-2,LOT-045-B,NDC-0006-5333-01,15,3
SHP-045-3,LOT-045-C,NDC-0006-5331-01,37,1
SHP-045-3,LOT-045-C,NDC-0006-5332-01,21,2
SHP-045-3,LOT-045-C,NDC-0006-5333-01,29,3
SHP-046-1,LOT-046-A,NDC-0006-5331-01,35,1
SHP-046-1,LOT-046-A,NDC-0006-5332-01,32,2
SHP-046-1,LOT-046-A,NDC-0006-5333-01,27,3
SHP-046-2,LOT-046-B,NDC-0006-5331-01,16,1
SHP-046-2,LOT-046-B,NDC-0006-5332-01,12,2
SHP-046-2,LOT-046-B,NDC-0006-5333-01,19,3
SHP-046-3,LOT-046-C,NDC-0006-5331-01,27,1
SHP-046-3,LOT-046-C,NDC-0006-5332-01,33,2
SHP-046-3,LOT-046-C,NDC-0006-5333-01,35,3
SHP-047-1,LOT-047-A,NDC-0006-5331-01,27,1
SHP-047-1,LOT-047-A,NDC-0006-5332-01,30,2
SHP-047-1,LOT-047-A,NDC-0006-5333-01,34,3
SHP-047-2,LOT-047-B,NDC-0006-5331-01,11,1
SHP-047-2,LOT-047-B,NDC-0006-5332-01,20,2
SHP-047-2,LOT-047-B,NDC-0006-5333-01,13,3
SHP-047-3,LOT-047-C,NDC-0006-5331-01,18,1
SHP-047-3,LOT-047-C,NDC-0006-5332-01,30,2
SHP-047-3,LOT-047-C,NDC-0006-5333-01,32,3
SHP-048-1,LOT-048-A,NDC-0006-5331-01,26,1
SHP-048-1,LOT-048-A,NDC-0006-5332-01,30,2
SHP-048-1,LOT-048-A,NDC-0006-5333-01,39,3
SHP-048-2,LOT-048-B,NDC-0006-5331-01,13,1
SHP-048-2,LOT-048-B,NDC-0006-5332-01,17,2
SHP-048-2,LOT-048-B,NDC-0006-5333-01,16,3
SHP-048-3,LOT-048-C,NDC-0006-5331-01,38,1
SHP-048-3,LOT-048-C,NDC-0006-5332-01,27,2
SHP-048-3,LOT-048-C,NDC-0006-5333-01,26,3
SHP-049-1,LOT-049-A,NDC-0006-5331-01,18,1
SHP-049-1,LOT-049-A,NDC-0006-5332-01,38,2
SHP-049-1,LOT-049-A,NDC-0006-5333-01,31,3
SHP-049-2,LOT-049-B,NDC-0006-5331-01,15,1
