shipment_id,lot_id,ndc,qty,line_no
INB-00062,LOT-002-C,NDC-0006-5332-01,37,1
INB-00063,LOT-002-C,NDC-0006-5333-01,44,1
INB-00063,LOT-002-C,NDC-0006-5333-01,44,1
INB-00063,LOT-002-C,NDC-0006-5333-01,44,1
INB-00064,LOT-004-A,NDC-0006-5331-01,52,1
INB-00064,LOT-004-A,NDC-0006-5331-01,52,1
INB-00064,LOT-004-A,NDC-0006-5331-01,52,1
INB-00065,LOT-004-A,NDC-0006-5332-01,45,1
INB-00065,LOT-004-A,NDC-0006-5332-01,45,1
INB-00065,LOT-004-A,NDC-0006-5332-01,45,1
INB-00066,LOT-004-A,NDC-0006-5333-01,33,1
INB-00066,LOT-004-A,NDC-0006-5333-01,33,1
INB-00066,LOT-004-A,NDC-0006-5333-01,33,1
INB-00067,LOT-004-B,NDC-0006-5331-01,21,1
INB-00067,LOT-004-B,NDC-0006-5331-01,21,1
INB-00067,LOT-004-B,NDC-0006-5331-01,21,1
INB-00068,LOT-004-B,NDC-0006-5332-01,24,1
INB-00068,LOT-004-B,NDC-0006-5332-01,24,1
INB-00068,LOT-004-B,NDC-0006-5332-01,24,1
INB-00069,LOT-004-B,NDC-0006-5333-01,18,1
INB-00069,LOT-004-B,NDC-0006-5333-01,18,1
INB-00069,LOT-004-B,NDC-0006-5333-01,18,1
INB-00070,LOT-004-C,NDC-0006-5331-01,38,1
INB-00070,LOT-004-C,NDC-0006-5331-01,38,1
INB-00070,LOT-004-C,NDC-0006-5331-01,38,1
INB-00071,LOT-004-C,NDC-0006-5332-01,31,1
INB-00071,LOT-004-C,NDC-0006-5332-01,31,1
INB-00071,LOT-004-C,NDC-0006-5332-01,31,1
INB-00072,LOT-004-C,NDC-0006-5333-01,51,1
INB-00072,LOT-004-C,NDC-0006-5333-01,51,1
INB-00072,LOT-004-C,NDC-0006-5333-01,51,1
INB-00073,LOT-006-A,NDC-0006-5331-01,43,1
INB-00073,LOT-006-A,NDC-0006-5331-01,43,1
INB-00073,LOT-006-A,NDC-0006-5331-01,43,1
INB-00074,LOT-006-A,NDC-0006-5332-01,64,1
INB-00074,LOT-006-A,NDC-0006-5332-01,64,1
INB-00074,LOT-006-A,NDC-0006-5332-01,64,1
INB-00075,LOT-006-A,NDC-0006-5333-01,43,1
INB-00075,LOT-006-A,NDC-0006-5333-01,43,1
INB-00075,LOT-006-A,NDC-0006-5333-01,43,1
INB-00076,LOT-006-B,NDC-0006-5331-01,15,1
INB-00076,LOT-006-B,NDC-0006-5331-01,15,1
INB-00076,LOT-006-B,NDC-0006-5331-01,15,1
INB-00077,LOT-006-B,NDC-0006-5332-01,28,1
INB-00077,LOT-006-B,NDC-0006-5332-01,28,1
INB-00077,LOT-006-B,NDC-0006-5332-01,28,1
INB-00078,LOT-006-B,NDC-0006-5333-01,14,1
INB-00078,LOT-006-B,NDC-0006-5333-01,14,1
INB-00078,LOT-006-B,NDC-0006-5333-01,14,1
INB-00079,LOT-006-C,NDC-0006-5331-01,29,1
INB-00079,LOT-006-C,NDC-0006-5331-01,29,1
INB-00079,LOT-006-C,NDC-0006-5331-01,29,1
INB-00080,LOT-006-C,NDC-0006-5332-01,26,1
INB-00080,LOT-006-C,NDC-0006-5332-01,26,1
INB-00080,LOT-006-C,NDC-0006-5332-01,26,1
INB-00081,LOT-006-C,NDC-0006-5333-01,51,1
INB-00081,LOT-006-C,NDC-0006-5333-01,51,1
INB-00081,LOT-006-C,NDC-0006-5333-01,51,1
INB-00082,LOT-012-A,NDC-0006-5331-01,33,1
INB-00082,LOT-012-A,NDC-0006-5331-01,33,1
INB-00082,LOT-012-A,NDC-0006-5331-01,33,1
INB-00083,LOT-012-A,NDC-0006-5332-01,37,1
INB-00083,LOT-012-A,NDC-0006-5332-01,37,1
INB-00083,LOT-012-A,NDC-0006-5332-01,37,1
INB-00084,LOT-012-A,NDC-0006-5333-01,29,1
INB-00084,LOT-012-A,NDC-0006-5333-01,29,1
INB-00084,LOT-012-A,NDC-0006-5333-01,29,1
INB-00085,LOT-012-B,NDC-0006-5331-01,15,1
INB-00085,LOT-012-B,NDC-0006-5331-01,15,1
INB-00085,LOT-012-B,NDC-0006-5331-01,15,1
INB-00086,LOT-012-B,NDC-0006-5332-01,7,1
INB-00086,LOT-012-B,NDC-0006-5332-01,7,1
INB-00086,LOT-012-B,NDC-0006-5332-01,7,1
INB-00087,LOT-012-B,NDC-0006-5333-01,8,1
INB-00087,LOT-012-B,NDC-0006-5333-01,8,1
INB-00087,LOT-012-B,NDC-0006-5333-01,8,1
INB-00088,LOT-012-C,NDC-0006-5331-01,17,1
INB-00088,LOT-012-C,NDC-0006-5331-01,17,1
INB-00088,LOT-012-C,NDC-0006-5331-01,17,1
INB-00089,LOT-012-C,NDC-0006-5332-01,20,1
INB-00089,LOT-012-C,NDC-0006-5332-01,20,1
INB-00089,LOT-012-C,NDC-0006-5332-01,20,1
INB-00090,LOT-012-C,NDC-0006-5333-01,14,1
INB-00090,LOT-012-C,NDC-0006-5333-01,14,1
INB-00090,LOT-012-C,NDC-0006-5333-01,14,1
INB-00091,LOT-014-A,NDC-0006-5331-01,44,1
INB-00091,LOT-014-A,NDC-0006-5331-01,44,1
INB-00091,LOT-014-A,NDC-0006-5331-01,44,1
INB-00092,LOT-014-A,NDC-0006-5332-01,44,1
INB-00092,LOT-014-A,NDC-0006-5332-01,44,1
INB-00092,LOT-014-A,NDC-0006-5332-01,44,1
INB-00093,LOT-014-A,NDC-0006-5333-01,57,1
INB-00093,LOT-014-A,NDC-0006-5333-01,57,1
INB-00093,LOT-014-A,NDC-0006-5333-01,57,1
INB-00094,LOT-014-B,NDC-0006-5331-01,22,1
INB-00094,LOT-014-B,NDC-0006-5331-01,22,1
INB-00094,LOT-014-B,NDC-0006-5331-01,22,1
INB-00095,LOT-014-B,NDC-0006-5332-01,25,1
INB-00095,LOT-014-B,NDC-0006-5332-01,25,1
INB-00095,LOT-014-B,NDC-0006-5332-01,25,1
INB-00096,LOT-014-B,NDC-0006-5333-01,14,1
INB-00096,LOT-014-B,NDC-0006-5333-01,14,1
INB-00096,LOT-014-B,NDC-0006-5333-01,14,1
INB-00097,LOT-014-C,NDC-0006-5331-01,49,1
INB-00097,LOT-014-C,NDC-0006-5331-01,49,1
INB-00097,LOT-014-C,NDC-0006-5331-01,49,1
INB-00098,LOT-014-C,NDC-0006-5332-01,53,1
INB-00098,LOT-014-C,NDC-0006-5332-01,53,1
INB-00098,LOT-014-C,NDC-0006-5332-01,53,1
INB-00099,LOT-014-C,NDC-0006-5333-01,42,1
INB-00099,LOT-014-C,NDC-0006-5333-01,42,1
INB-00099,LOT-014-C,NDC-0006-5333-01,42,1
INB-00100,LOT-016-A,NDC-0006-5331-01,59,1
INB-00100,LOT-016-A,NDC-0006-5331-01,59,1
INB-00100,LOT-016-A,NDC-0006-5331-01,59,1
INB-00101,LOT-016-A,NDC-0006-5332-01,49,1
INB-00101,LOT-016-A,NDC-0006-5332-01,49,1
INB-00101,LOT-016-A,NDC-0006-5332-01,49,1
INB-00102,LOT-016-A,NDC-0006-5333-01,35,1
INB-00102,LOT-016-A,NDC-0006-5333-01,35,1
INB-00102,LOT-016-A,NDC-0006-5333-01,35,1
INB-00103,LOT-016-B,NDC-0006-5331-01,18,1
INB-00103,LOT-016-B,NDC-0006-5331-01,18,1
INB-00103,LOT-016-B,NDC-0006-5331-01,18,1
INB-00104,LOT-016-B,NDC-0006-5332-01,17,1
INB-00104,LOT-016-B,NDC-0006-5332-01,17,1
INB-00104,LOT-016-B,NDC-0006-5332-01,17,1
INB-00105,LOT-016-B,NDC-0006-5333-01,28,1
INB-00105,LOT-016-B,NDC-0006-5333-01,28,1
INB-00105,LOT-016-B,NDC-0006-5333-01,28,1
INB-00106,LOT-016-C,NDC-0006-5331-01,49,1
INB-00106,LOT-016-C,NDC-0006-5331-01,49,1
INB-00106,LOT-016-C,NDC-0006-5331-01,49,1
INB-00107,LOT-016-C,NDC-0006-5332-01,40,1
INB-00107,LOT-016-C,NDC-0006-5332-01,40,1
INB-00107,LOT-016-C,NDC-0006-5332-01,40,1
INB-00108,LOT-016-C,NDC-0006-5333-01,36,1
INB-00108,LOT-016-C,NDC-0006-5333-01,36,1
INB-00108,LOT-016-C,NDC-0006-5333-01,36,1
INB-00109,LOT-017-A,NDC-0006-5331-01,48,1
INB-00109,LOT-017-A,NDC-0006-5331-01,48,1
INB-00109,LOT-017-A,NDC-0006-5331-01,48,1
INB-00110,LOT-017-A,NDC-0006-5332-01,53,1
INB-00110,LOT-017-A,NDC-0006-5332-01,53,1
INB-00110,LOT-017-A,NDC-0006-5332-01,53,1
INB-00111,LOT-017-A,NDC-0006-5333-01,30,1
INB-00111,LOT-017-A,NDC-0006-5333-01,30,1
INB-00111,LOT-017-A,NDC-0006-5333-01,30,1
INB-00112,LOT-017-B,NDC-0006-5331-01,14,1
INB-00112,LOT-017-B,NDC-0006-5331-01,14,1
INB-00112,LOT-017-B,NDC-0006-5331-01,14,1
INB-00113,LOT-017-B,NDC-0006-5332-01,21,1
INB-00113,LOT-017-B,NDC-0006-5332-01,21,1
INB-00113,LOT-017-B,NDC-0006-5332-01,21,1
INB-00114,LOT-017-B,NDC-0006-5333-01,29,1
INB-00114,LOT-017-B,NDC-0006-5333-01,29,1
INB-00114,LOT-017-B,NDC-0006-5333-01,29,1
INB-00115,LOT-017-C,NDC-0006-5331-01,41,1
INB-00115,LOT-017-C,NDC-0006-5331-01,41,1
INB-00115,LOT-017-C,NDC-0006-5331-01,41,1
INB-00116,LOT-017-C,NDC-0006-5332-01,28,1
INB-00116,LOT-017-C,NDC-0006-5332-01,28,1
INB-00116,LOT-017-C,NDC-0006-5332-01,28,1
INB-00117,LOT-017-C,NDC-0006-5333-01,33,1
INB-00117,LOT-017-C,NDC-0006-5333-01,33,1
INB-00117,LOT-017-C,NDC-0006-5333-01,33,1
INB-00118,LOT-020-A,NDC-0006-5331-01,59,1
INB-00118,LOT-020-A,NDC-0006-5331-01,59,1
INB-00118,LOT-020-A,NDC-0006-5331-01,59,1
INB-00119,LOT-020-A,NDC-0006-5332-01,33,1
INB-00119,LOT-020-A,NDC-0006-5332-01,33,1
INB-00119,LOT-020-A,NDC-0006-5332-01,33,1
INB-00120,LOT-020-A,NDC-0006-5333-01,40,1
INB-00120,LOT-020-A,NDC-0006-5333-01,40,1
INB-00120,LOT-020-A,NDC-0006-5333-01,40,1
INB-00121,LOT-020-B,NDC-0006-5331-01,20,1
INB-00121,LOT-020-B,NDC-0006-5331-01,20,1
INB-00121,LOT-020-B,NDC-0006-5331-01,20,1
INB-00122,LOT-020-B,NDC-0006-5332-01,33,1
INB-00122,LOT-020-B,NDC-0006-5332-01,33,1
INB-00122,LOT-020-B,NDC-0006-5332-01,33,1
INB-00123,LOT-020-B,NDC-0006-5333-01,16,1
INB-00123,LOT-020-B,NDC-0006-5333-01,16,1
INB-00123,LOT-020-B,NDC-0006-5333-01,16,1
INB-00124,LOT-020-C,NDC-0006-5331-01,38,1
INB-00124,LOT-020-C,NDC-0006-5331-01,38,1
INB-00124,LOT-020-C,NDC-0006-5331-01,38,1
INB-00125,LOT-020-C,NDC-0006-5332-01,45,1
INB-00125,LOT-020-C,NDC-0006-5332-01,45,1
INB-00125,LOT-020-C,NDC-0006-5332-01,45,1
INB-00126,LOT-020-C,NDC-0006-5333-01,32,1
INB-00126,LOT-020-C,NDC-0006-5333-01,32,1
INB-00126,LOT-020-C,NDC-0006-5333-01,32,1
INB-00127,LOT-023-A,NDC-0006-5331-01,44,1
INB-00127,LOT-023-A,NDC-0006-5331-01,44,1
INB-00127,LOT-023-A,NDC-0006-5331-01,44,1
INB-00128,LOT-023-A,NDC-0006-5332-01,53,1
INB-00128,LOT-023-A,NDC-0006-5332-01,53,1
INB-00128,LOT-023-A,NDC-0006-5332-01,53,1
INB-00129,LOT-023-A,NDC-0006-5333-01,29,1
INB-00129,LOT-023-A,NDC-0006-5333-01,29,1
INB-00129,LOT-023-A,NDC-0006-5333-01,29,1
INB-00130,LOT-023-B,NDC-0006-5331-01,17,1
INB-00130,LOT-023-B,NDC-0006-5331-01,17,1
INB-00130,LOT-023-B,NDC-0006-5331-01,17,1
INB-00131,LOT-023-B,NDC-0006-5332-01,31,1
INB-00131,LOT-023-B,NDC-0006-5332-01,31,1
INB-00131,LOT-023-B,NDC-0006-5332-01,31,1
INB-00132,LOT-023-B,NDC-0006-5333-01,17,1
INB-00132,LOT-023-B,NDC-0006-5333-01,17,1
INB-00132,LOT-023-B,NDC-0006-5333-01,17,1
INB-00133,LOT-023-C,NDC-0006-5331-01,45,1
INB-00133,LOT-023-C,NDC-0006-5331-01,45,1
INB-00133,LOT-023-C,NDC-0006-5331-01,45,1
INB-00134,LOT-023-C,NDC-0006-5332-01,37,1
INB-00134,LOT-023-C,NDC-0006-5332-01,37,1
INB-00134,LOT-023-C,NDC-0006-5332-01,37,1
INB-00135,LOT-023-C,NDC-0006-5333-01,51,1
INB-00135,LOT-023-C,NDC-0006-5333-01,51,1
INB-00135,LOT-023-C,NDC-0006-5333-01,51,1
INB-00136,LOT-024-A,NDC-0006-5331-01,52,1
INB-00136,LOT-024-A,NDC-0006-5331-01,52,1
INB-00136,LOT-024-A,NDC-0006-5331-01,52,1
INB-00137,LOT-024-A,NDC-0006-5332-01,42,1
INB-00137,LOT-024-A,NDC-0006-5332-01,42,1
INB-00137,LOT-024-A,NDC-0006-5332-01,42,1
INB-00138,LOT-024-A,NDC-0006-5333-01,43,1
INB-00138,LOT-024-A,NDC-0006-5333-01,43,1
INB-00138,LOT-024-A,NDC-0006-5333-01,43,1
INB-00139,LOT-024-B,NDC-0006-5331-01,18,1
INB-00139,LOT-024-B,NDC-0006-5331-01,18,1
INB-00139,LOT-024-B,NDC-0006-5331-01,18,1
INB-00140,LOT-024-B,NDC-0006-5332-01,17,1
INB-00140,LOT-024-B,NDC-0006-5332-01,17,1
INB-00140,LOT-024-B,NDC-0006-5332-01,17,1
INB-00141,LOT-024-B,NDC-0006-5333-01,25,1
INB-00141,LOT-024-B,NDC-0006-5333-01,25,1
INB-00141,LOT-024-B,NDC-0006-5333-01,25,1
INB-00142,LOT-024-C,NDC-0006-5331-01,55,1
INB-00142,LOT-024-C,NDC-0006-5331-01,55,1
INB-00142,LOT-024-C,NDC-0006-5331-01,55,1
INB-00143,LOT-024-C,NDC-0006-5332-01,30,1
INB-00143,LOT-024-C,NDC-0006-5332-01,30,1
INB-00143,LOT-024-C,NDC-0006-5332-01,30,1
INB-00144,LOT-024-C,NDC-0006-5333-01,45,1
INB-00144,LOT-024-C,NDC-0006-5333-01,45,1
INB-00144,LOT-024-C,NDC-0006-5333-01,45,1
INB-00145,LOT-025-A,NDC-0006-5331-01,53,1
INB-00145,LOT-025-A,NDC-0006-5331-01,53,1
INB-00145,LOT-025-A,NDC-0006-5331-01,53,1
INB-00146,LOT-025-A,NDC-0006-5332-01,31,1
INB-00146,LOT-025-A,NDC-0006-5332-01,31,1
INB-00146,LOT-025-A,NDC-0006-5332-01,31,1
INB-00147,LOT-025-A,NDC-0006-5333-01,48,1
INB-00147,LOT-025-A,NDC-0006-5333-01,48,1
INB-00147,LOT-025-A,NDC-0006-5333-01,48,1
INB-00148,LOT-025-B,NDC-0006-5331-01,13,1
INB-00148,LOT-025-B,NDC-0006-5331-01,13,1
INB-00148,LOT-025-B,NDC-0006-5331-01,13,1
INB-00149,LOT-025-B,NDC-0006-5332-01,23,1
INB-00149,LOT-025-B,NDC-0006-5332-01,23,1
INB-00149,LOT-025-B,NDC-0006-5332-01,23,1
INB-00150,LOT-025-B,NDC-0006-5333-01,22,1
INB-00150,LOT-025-B,NDC-0006-5333-01,22,1
INB-00150,LOT-025-B,NDC-0006-5333-01,22,1
INB-00151,LOT-025-C,NDC-0006-5331-01,47,1
INB-00151,LOT-025-C,NDC-0006-5331-01,47,1
INB-00151,LOT-025-C,NDC-0006-5331-01,47,1
INB-00152,LOT-025-C,NDC-0006-5332-01,30,1
INB-00152,LOT-025-C,NDC-0006-5332-01,30,1
INB-00152,LOT-025-C,NDC-0006-5332-01,30,1
INB-00153,LOT-025-C,NDC-0006-5333-01,38,1
INB-00153,LOT-025-C,NDC-0006-5333-01,38,1
INB-00153,LOT-025-C,NDC-0006-5333-01,38,1
INB-00154,LOT-026-A,NDC-0006-5331-01,42,1
INB-00154,LOT-026-A,NDC-0006-5331-01,42,1
INB-00154,LOT-026-A,NDC-0006-5331-01,42,1
INB-00155,LOT-026-A,NDC-0006-5332-01,45,1
INB-00155,LOT-026-A,NDC-0006-5332-01,45,1
INB-00155,LOT-026-A,NDC-0006-5332-01,45,1
