gm_id,movement_type,lot_id,qty,ref_shipment_id,posting_dt
GM-IN-INB-00010,101,LOT-009-A,66,INB-00010,2025-05-25
GM-IN-INB-00010,101,LOT-009-A,66,INB-00010,2025-04-07
GM-IN-INB-00011,101,LOT-009-A,33,INB-00011,2025-05-04
GM-IN-INB-00011,101,LOT-009-A,33,INB-00011,2025-05-10
GM-IN-INB-00011,101,LOT-009-A,33,INB-00011,2025-05-05
GM-IN-INB-00012,101,LOT-009-A,41,INB-00012,2025-04-12
GM-IN-INB-00012,101,LOT-009-A,41,INB-00012,2025-05-25
GM-IN-INB-00012,101,LOT-009-A,41,INB-00012,2025-04-12
GM-IN-INB-00013,101,LOT-009-B,15,INB-00013,2025-05-10
GM-IN-INB-00013,101,LOT-009-B,15,INB-00013,2025-05-11
GM-IN-INB-00013,101,LOT-009-B,15,INB-00013,2025-05-06
GM-IN-INB-00014,101,LOT-009-B,27,INB-00014,2025-04-12
GM-IN-INB-00014,101,LOT-009-B,27,INB-00014,2025-05-10
GM-IN-INB-00014,101,LOT-009-B,27,INB-00014,2025-04-25
GM-IN-INB-00015,101,LOT-009-B,16,INB-00015,2025-04-10
GM-IN-INB-00015,101,LOT-009-B,16,INB-00015,2025-05-25
GM-IN-INB-00015,101,LOT-009-B,16,INB-00015,2025-04-15
GM-IN-INB-00016,101,LOT-009-C,49,INB-00016,2025-05-18
GM-IN-INB-00016,101,LOT-009-C,49,INB-00016,2025-05-24
GM-IN-INB-00016,101,LOT-009-C,49,INB-00016,2025-05-17
GM-IN-INB-00017,101,LOT-009-C,39,INB-00017,2025-04-17
GM-IN-INB-00017,101,LOT-009-C,39,INB-00017,2025-05-11
GM-IN-INB-00017,101,LOT-009-C,39,INB-00017,2025-05-19
GM-IN-INB-00018,101,LOT-009-C,32,INB-00018,2025-04-01
GM-IN-INB-00018,101,LOT-009-C,32,INB-00018,2025-04-24
GM-IN-INB-00018,101,LOT-009-C,32,INB-00018,2025-04-21
GM-IN-INB-00019,101,LOT-013-A,38,INB-00019,2025-04-03
GM-IN-INB-00019,101,LOT-013-A,38,INB-00019,2025-05-05
GM-IN-INB-00019,101,LOT-013-A,38,INB-00019,2025-04-05
GM-IN-INB-00020,101,LOT-013-A,43,INB-00020,2025-05-14
GM-IN-INB-00020,101,LOT-013-A,43,INB-00020,2025-05-17
GM-IN-INB-00020,101,LOT-013-A,43,INB-00020,2025-05-30
GM-IN-INB-00021,101,LOT-013-A,47,INB-00021,2025-04-11
GM-IN-INB-00021,101,LOT-013-A,47,INB-00021,2025-04-05
GM-IN-INB-00021,101,LOT-013-A,47,INB-00021,2025-04-10
GM-IN-INB-00022,101,LOT-013-B,22,INB-00022,2025-05-19
GM-IN-INB-00022,101,LOT-013-B,22,INB-00022,2025-05-24
GM-IN-INB-00022,101,LOT-013-B,22,INB-00022,2025-05-03
GM-IN-INB-00023,101,LOT-013-B,19,INB-00023,2025-04-24
GM-IN-INB-00023,101,LOT-013-B,19,INB-00023,2025-04-17
GM-IN-INB-00023,101,LOT-013-B,19,INB-00023,2025-05-10
GM-IN-INB-00024,101,LOT-013-B,17,INB-00024,2025-04-22
GM-IN-INB-00024,101,LOT-013-B,17,INB-00024,2025-04-07
GM-IN-INB-00024,101,LOT-013-B,17,INB-00024,2025-04-16
GM-IN-INB-00025,101,LOT-013-C,28,INB-00025,2025-04-09
GM-IN-INB-00025,101,LOT-013-C,28,INB-00025,2025-04-11
GM-IN-INB-00025,101,LOT-013-C,28,INB-00025,2025-04-25
GM-IN-INB-00026,101,LOT-013-C,25,INB-00026,2025-05-10
GM-IN-INB-00026,101,LOT-013-C,25,INB-00026,2025-05-20
GM-IN-INB-00026,101,LOT-013-C,25,INB-00026,2025-05-08
GM-IN-INB-00027,101,LOT-013-C,55,INB-00027,2025-04-27
GM-IN-INB-00027,101,LOT-013-C,55,INB-00027,2025-04-15
GM-IN-INB-00027,101,LOT-013-C,55,INB-00027,2025-05-28
GM-IN-INB-00028,101,LOT-031-A,53,INB-00028,2025-04-17
GM-IN-INB-00028,101,LOT-031-A,53,INB-00028,2025-05-13
GM-IN-INB-00028,101,LOT-031-A,53,INB-00028,2025-04-28
GM-IN-INB-00029,101,LOT-031-A,37,INB-00029,2025-04-28
GM-IN-INB-00029,101,LOT-031-A,37,INB-00029,2025-05-22
GM-IN-INB-00029,101,LOT-031-A,37,INB-00029,2025-05-03
GM-IN-INB-00030,101,LOT-031-A,45,INB-00030,2025-04-09
GM-IN-INB-00030,101,LOT-031-A,45,INB-00030,2025-04-10
GM-IN-INB-00030,101,LOT-031-A,45,INB-00030,2025-04-22
GM-IN-INB-00031,101,LOT-031-B,23,INB-00031,2025-05-28
GM-IN-INB-00031,101,LOT-031-B,23,INB-00031,2025-04-15
GM-IN-INB-00031,101,LOT-031-B,23,INB-00031,2025-05-14
GM-IN-INB-00032,101,LOT-031-B,14,INB-00032,2025-05-01
GM-IN-INB-00032,101,LOT-031-B,14,INB-00032,2025-04-14
GM-IN-INB-00032,101,LOT-031-B,14,INB-00032,2025-05-11
GM-IN-INB-00033,101,LOT-031-B,26,INB-00033,2025-05-18
GM-IN-INB-00033,101,LOT-031-B,26,INB-00033,2025-04-02
GM-IN-INB-00033,101,LOT-031-B,26,INB-00033,2025-04-23
GM-IN-INB-00034,101,LOT-031-C,37,INB-00034,2025-05-10
GM-IN-INB-00034,101,LOT-031-C,37,INB-00034,2025-05-13
GM-IN-INB-00034,101,LOT-031-C,37,INB-00034,2025-05-24
GM-IN-INB-00035,101,LOT-031-C,31,INB-00035,2025-05-25
GM-IN-INB-00035,101,LOT-031-C,31,INB-00035,2025-04-04
GM-IN-INB-00035,101,LOT-031-C,31,INB-00035,2025-04-16
GM-IN-INB-00036,101,LOT-031-C,41,INB-00036,2025-04-01
GM-IN-INB-00036,101,LOT-031-C,41,INB-00036,2025-04-16
GM-IN-INB-00036,101,LOT-031-C,41,INB-00036,2025-05-09
GM-IN-INB-00037,101,LOT-037-A,36,INB-00037,2025-04-22
GM-IN-INB-00037,101,LOT-037-A,36,INB-00037,2025-04-11
GM-IN-INB-00037,101,LOT-037-A,36,INB-00037,2025-04-13
GM-IN-INB-00038,101,LOT-037-A,49,INB-00038,2025-04-07
GM-IN-INB-00038,101,LOT-037-A,49,INB-00038,2025-04-07
GM-IN-INB-00038,101,LOT-037-A,49,INB-00038,2025-05-04
GM-IN-INB-00039,101,LOT-037-A,53,INB-00039,2025-04-02
GM-IN-INB-00039,101,LOT-037-A,53,INB-00039,2025-05-05
GM-IN-INB-00039,101,LOT-037-A,53,INB-00039,2025-04-29
GM-IN-INB-00040,101,LOT-037-B,19,INB-00040,2025-05-23
GM-IN-INB-00040,101,LOT-037-B,19,INB-00040,2025-05-22
GM-IN-INB-00040,101,LOT-037-B,19,INB-00040,2025-05-28
GM-IN-INB-00041,101,LOT-037-B,19,INB-00041,2025-05-08
GM-IN-INB-00041,101,LOT-037-B,19,INB-00041,2025-04-30
GM-IN-INB-00041,101,LOT-037-B,19,INB-00041,2025-04-17
GM-IN-INB-00042,101,LOT-037-B,25,INB-00042,2025-05-17
GM-IN-INB-00042,101,LOT-037-B,25,INB-00042,2025-05-20
GM-IN-INB-00042,101,LOT-037-B,25,INB-00042,2025-04-26
GM-IN-INB-00043,101,LOT-037-C,52,INB-00043,2025-04-03
GM-IN-INB-00043,101,LOT-037-C,52,INB-00043,2025-05-17
GM-IN-INB-00043,101,LOT-037-C,52,INB-00043,2025-05-06
GM-IN-INB-00044,101,LOT-037-C,51,INB-00044,2025-04-05
GM-IN-INB-00044,101,LOT-037-C,51,INB-00044,2025-05-20
GM-IN-INB-00044,101,LOT-037-C,51,INB-00044,2025-05-04
GM-IN-INB-00045,101,LOT-037-C,29,INB-00045,2025-04-13
GM-IN-INB-00045,101,LOT-037-C,29,INB-00045,2025-05-21
GM-IN-INB-00045,101,LOT-037-C,29,INB-00045,2025-04-03
GM-IN-INB-00046,101,LOT-001-A,35,INB-00046,2025-05-12
GM-IN-INB-00046,101,LOT-001-A,35,INB-00046,2025-04-18
GM-IN-INB-00046,101,LOT-001-A,35,INB-00046,2025-05-01
GM-IN-INB-00047,101,LOT-001-A,55,INB-00047,2025-05-09
GM-IN-INB-00047,101,LOT-001-A,55,INB-00047,2025-05-29
GM-IN-INB-00047,101,LOT-001-A,55,INB-00047,2025-04-10
GM-IN-INB-00048,101,LOT-001-A,52,INB-00048,2025-04-25
GM-IN-INB-00048,101,LOT-001-A,52,INB-00048,2025-04-03
GM-IN-INB-00048,101,LOT-001-A,52,INB-00048,2025-05-27
GM-IN-INB-00049,101,LOT-001-B,16,INB-00049,2025-05-03
GM-IN-INB-00049,101,LOT-001-B,16,INB-00049,2025-05-21
GM-IN-INB-00049,101,LOT-001-B,16,INB-00049,2025-04-22
GM-IN-INB-00050,101,LOT-001-B,26,INB-00050,2025-05-19
GM-IN-INB-00050,101,LOT-001-B,26,INB-00050,2025-05-09
GM-IN-INB-00050,101,LOT-001-B,26,INB-00050,2025-04-02
GM-IN-INB-00051,101,LOT-001-B,17,INB-00051,2025-04-26
GM-IN-INB-00051,101,LOT-001-B,17,INB-00051,2025-05-05
GM-IN-INB-00051,101,LOT-001-B,17,INB-00051,2025-05-07
GM-IN-INB-00052,101,LOT-001-C,40,INB-00052,2025-04-16
GM-IN-INB-00052,101,LOT-001-C,40,INB-00052,2025-04-16
GM-IN-INB-00052,101,LOT-001-C,40,INB-00052,2025-04-13
GM-IN-INB-00053,101,LOT-001-C,47,INB-00053,2025-05-27
GM-IN-INB-00053,101,LOT-001-C,47,INB-00053,2025-05-04
GM-IN-INB-00053,101,LOT-001-C,47,INB-00053,2025-04-13
GM-IN-INB-00054,101,LOT-001-C,28,INB-00054,2025-04-10
GM-IN-INB-00054,101,LOT-001-C,28,INB-00054,2025-04-26
GM-IN-INB-00054,101,LOT-001-C,28,INB-00054,2025-05-27
GM-IN-INB-00055,101,LOT-002-A,52,INB-00055,2025-04-23
GM-IN-INB-00055,101,LOT-002-A,52,INB-00055,2025-05-05
GM-IN-INB-00055,101,LOT-002-A,52,INB-00055,2025-05-13
GM-IN-INB-00056,101,LOT-002-A,39,INB-00056,2025-05-18
GM-IN-INB-00056,101,LOT-002-A,39,INB-00056,2025-05-30
GM-IN-INB-00056,101,LOT-002-A,39,INB-00056,2025-05-20
GM-IN-INB-00057,101,LOT-002-A,38,INB-00057,2025-05-08
GM-IN-INB-00057,101,LOT-002-A,38,INB-00057,2025-04-06
GM-IN-INB-00057,101,LOT-002-A,38,INB-00057,2025-05-07
GM-IN-INB-00058,101,LOT-002-B,22,INB-00058,2025-05-16
GM-IN-INB-00058,101,LOT-002-B,22,INB-00058,2025-05-24
GM-IN-INB-00058,101,LOT-002-B,22,INB-00058,2025-05-02
GM-IN-INB-00059,101,LOT-002-B,20,INB-00059,2025-05-21
GM-IN-INB-00059,101,LOT-002-B,20,INB-00059,2025-05-06
GM-IN-INB-00059,101,LOT-002-B,20,INB-00059,2025-05-09
GM-IN-INB-00060,101,LOT-002-B,16,INB-00060,2025-04-26
GM-IN-INB-00060,101,LOT-002-B,16,INB-00060,2025-04-29
GM-IN-INB-00060,101,LOT-002-B,16,INB-00060,2025-04-16
GM-IN-INB-00061,101,LOT-002-C,49,INB-00061,2025-04-17
GM-IN-INB-00061,101,LOT-002-C,49,INB-00061,2025-04-18
GM-IN-INB-00061,101,LOT-002-C,49,INB-00061,2025-04-11
GM-IN-INB-00062,101,LOT-002-C,37,INB-00062,2025-04-12
GM-IN-INB-00062,101,LOT-002-C,37,INB-00062,2025-04-08
GM-IN-INB-00062,101,LOT-002-C,37,INB-00062,2025-05-08
GM-IN-INB-00063,101,LOT-002-C,44,INB-00063,2025-04-02
GM-IN-INB-00063,101,LOT-002-C,44,INB-00063,2025-05-26
GM-IN-INB-00063,101,LOT-002-C,44,INB-00063,2025-04-25
GM-IN-INB-00064,101,LOT-004-A,52,INB-00064,2025-05-04
GM-IN-INB-00064,101,LOT-004-A,52,INB-00064,2025-04-28
GM-IN-INB-00064,101,LOT-004-A,52,INB-00064,2025-05-12
GM-IN-INB-00065,101,LOT-004-A,45,INB-00065,2025-04-12
GM-IN-INB-00065,101,LOT-004-A,45,INB-00065,2025-05-30
GM-IN-INB-00065,101,LOT-004-A,45,INB-00065,2025-05-20
GM-IN-INB-00066,101,LOT-004-A,33,INB-00066,2025-04-10
GM-IN-INB-00066,101,LOT-004-A,33,INB-00066,2025-04-15
GM-IN-INB-00066,101,LOT-004-A,33,INB-00066,2025-04-10
GM-IN-INB-00067,101,LOT-004-B,21,INB-00067,2025-05-18
GM-IN-INB-00067,101,LOT-004-B,21,INB-00067,2025-04-03
GM-IN-INB-00067,101,LOT-004-B,21,INB-00067,2025-04-30
GM-IN-INB-00068,101,LOT-004-B,24,INB-00068,2025-05-17
GM-IN-INB-00068,101,LOT-004-B,24,INB-00068,2025-04-22
GM-IN-INB-00068,101,LOT-004-B,24,INB-00068,2025-04-09
GM-IN-INB-00069,101,LOT-004-B,18,INB-00069,2025-04-10
GM-IN-INB-00069,101,LOT-004-B,18,INB-00069,2025-05-18
GM-IN-INB-00069,101,LOT-004-B,18,INB-00069,2025-05-05
GM-IN-INB-00070,101,LOT-004-C,38,INB-00070,2025-05-26
GM-IN-INB-00070,101,LOT-004-C,38,INB-00070,2025-05-15
GM-IN-INB-00070,101,LOT-004-C,38,INB-00070,2025-04-27
GM-IN-INB-00071,101,LOT-004-C,31,INB-00071,2025-04-06
GM-IN-INB-00071,101,LOT-004-C,31,INB-00071,2025-05-19
GM-IN-INB-00071,101,LOT-004-C,31,INB-00071,2025-05-01
GM-IN-INB-00072,101,LOT-004-C,51,INB-00072,2025-04-27
GM-IN-INB-00072,101,LOT-004-C,51,INB-00072,2025-05-02
GM-IN-INB-00072,101,LOT-004-C,51,INB-00072,2025-05-13
GM-IN-INB-00073,101,LOT-006-A,43,INB-00073,2025-04-12
GM-IN-INB-00073,101,LOT-006-A,43,INB-00073,2025-05-06
GM-IN-INB-00073,101,LOT-006-A,43,INB-00073,2025-04-08
GM-IN-INB-00074,101,LOT-006-A,64,INB-00074,2025-04-30
GM-IN-INB-00074,101,LOT-006-A,64,INB-00074,2025-05-10
GM-IN-INB-00074,101,LOT-006-A,64,INB-00074,2025-04-19
GM-IN-INB-00075,101,LOT-006-A,43,INB-00075,2025-05-20
GM-IN-INB-00075,101,LOT-006-A,43,INB-00075,2025-05-02
GM-IN-INB-00075,101,LOT-006-A,43,INB-00075,2025-04-18
GM-IN-INB-00076,101,LOT-006-B,15,INB-00076,2025-04-11
GM-IN-INB-00076,101,LOT-006-B,15,INB-00076,2025-05-05
GM-IN-INB-00076,101,LOT-006-B,15,INB-00076,2025-05-10
GM-IN-INB-00077,101,LOT-006-B,28,INB-00077,2025-05-12
GM-IN-INB-00077,101,LOT-006-B,28,INB-00077,2025-05-17
GM-IN-INB-00077,101,LOT-006-B,28,INB-00077,2025-04-07
GM-IN-INB-00078,101,LOT-006-B,14,INB-00078,2025-05-20
GM-IN-INB-00078,101,LOT-006-B,14,INB-00078,2025-05-09
GM-IN-INB-00078,101,LOT-006-B,14,INB-00078,2025-05-24
GM-IN-INB-00079,101,LOT-006-C,29,INB-00079,2025-04-14
GM-IN-INB-00079,101,LOT-006-C,29,INB-00079,2025-05-13
GM-IN-INB-00079,101,LOT-006-C,29,INB-00079,2025-05-03
GM-IN-INB-00080,101,LOT-006-C,26,INB-00080,2025-04-30
GM-IN-INB-00080,101,LOT-006-C,26,INB-00080,2025-04-09
GM-IN-INB-00080,101,LOT-006-C,26,INB-00080,2025-04-12
GM-IN-INB-00081,101,LOT-006-C,51,INB-00081,2025-05-08
GM-IN-INB-00081,101,LOT-006-C,51,INB-00081,2025-04-18
GM-IN-INB-00081,101,LOT-006-C,51,INB-00081,2025-04-27
GM-IN-INB-00082,101,LOT-012-A,33,INB-00082,2025-04-25
GM-IN-INB-00082,101,LOT-012-A,33,INB-00082,2025-04-14
GM-IN-INB-00082,101,LOT-012-A,33,INB-00082,2025-04-07
GM-IN-INB-00083,101,LOT-012-A,37,INB-00083,2025-04-15
GM-IN-INB-00083,101,LOT-012-A,37,INB-00083,2025-04-17
GM-IN-INB-00083,101,LOT-012-A,37,INB-00083,2025-04-18
GM-IN-INB-00084,101,LOT-012-A,29,INB-00084,2025-04-29
GM-IN-INB-00084,101,LOT-012-A,29,INB-00084,2025-04-08
GM-IN-INB-00084,101,LOT-012-A,29,INB-00084,2025-05-21
GM-IN-INB-00085,101,LOT-012-B,15,INB-00085,2025-05-05
GM-IN-INB-00085,101,LOT-012-B,15,INB-00085,2025-04-05
GM-IN-INB-00085,101,LOT-012-B,15,INB-00085,2025-05-03
GM-IN-INB-00086,101,LOT-012-B,7,INB-00086,2025-05-04
GM-IN-INB-00086,101,LOT-012-B,7,INB-00086,2025-05-27
GM-IN-INB-00086,101,LOT-012-B,7,INB-00086,2025-04-17
GM-IN-INB-00087,101,LOT-012-B,8,INB-00087,2025-04-18
GM-IN-INB-00087,101,LOT-012-B,8,INB-00087,2025-05-22
GM-IN-INB-00087,101,LOT-012-B,8,INB-00087,2025-04-18
GM-IN-INB-00088,101,LOT-012-C,17,INB-00088,2025-05-14
GM-IN-INB-00088,101,LOT-012-C,17,INB-00088,2025-05-17
GM-IN-INB-00088,101,LOT-012-C,17,INB-00088,2025-05-09
GM-IN-INB-00089,101,LOT-012-C,20,INB-00089,2025-04-01
GM-IN-INB-00089,101,LOT-012-C,20,INB-00089,2025-05-28
GM-IN-INB-00089,101,LOT-012-C,20,INB-00089,2025-05-11
GM-IN-INB-00090,101,LOT-012-C,14,INB-00090,2025-05-02
GM-IN-INB-00090,101,LOT-012-C,14,INB-00090,2025-04-25
GM-IN-INB-00090,101,LOT-012-C,14,INB-00090,2025-05-10
GM-IN-INB-00091,101,LOT-014-A,44,INB-00091,2025-05-03
GM-IN-INB-00091,101,LOT-014-A,44,INB-00091,2025-05-25
GM-IN-INB-00091,101,LOT-014-A,44,INB-00091,2025-04-16
GM-IN-INB-00092,101,LOT-014-A,44,INB-00092,2025-05-06
GM-IN-INB-00092,101,LOT-014-A,44,INB-00092,2025-04-07
GM-IN-INB-00092,101,LOT-014-A,44,INB-00092,2025-05-14
GM-IN-INB-00093,101,LOT-014-A,57,INB-00093,2025-05-09
GM-IN-INB-00093,101,LOT-014-A,57,INB-00093,2025-05-24
GM-IN-INB-00093,101,LOT-014-A,57,INB-00093,2025-04-22
GM-IN-INB-00094,101,LOT-014-B,22,INB-00094,2025-04-22
GM-IN-INB-00094,101,LOT-014-B,22,INB-00094,2025-04-03
GM-IN-INB-00094,101,LOT-014-B,22,INB-00094,2025-04-19
GM-IN-INB-00095,101,LOT-014-B,25,INB-00095,2025-04-29
GM-IN-INB-00095,101,LOT-014-B,25,INB-00095,2025-04-28
GM-IN-INB-00095,101,LOT-014-B,25,INB-00095,2025-05-09
GM-IN-INB-00096,101,LOT-014-B,14,INB-00096,2025-04-07
GM-IN-INB-00096,101,LOT-014-B,14,INB-00096,2025-05-06
GM-IN-INB-00096,101,LOT-014-B,14,INB-00096,2025-04-30
GM-IN-INB-00097,101,LOT-014-C,49,INB-00097,2025-05-04
GM-IN-INB-00097,101,LOT-014-C,49,INB-00097,2025-04-17
GM-IN-INB-00097,101,LOT-014-C,49,INB-00097,2025-04-16
GM-IN-INB-00098,101,LOT-014-C,53,INB-00098,2025-04-09
GM-IN-INB-00098,101,LOT-014-C,53,INB-00098,2025-04-23
GM-IN-INB-00098,101,LOT-014-C,53,INB-00098,2025-05-04
GM-IN-INB-00099,101,LOT-014-C,42,INB-00099,2025-05-30
GM-IN-INB-00099,101,LOT-014-C,42,INB-00099,2025-04-17
GM-IN-INB-00099,101,LOT-014-C,42,INB-00099,2025-04-24
GM-IN-INB-00100,101,LOT-016-A,59,INB-00100,2025-04-26
GM-IN-INB-00100,101,LOT-016-A,59,INB-00100,2025-05-11
GM-IN-INB-00100,101,LOT-016-A,59,INB-00100,2025-05-08
GM-IN-INB-00101,101,LOT-016-A,49,INB-00101,2025-04-29
GM-IN-INB-00101,101,LOT-016-A,49,INB-00101,2025-05-11
GM-IN-INB-00101,101,LOT-016-A,49,INB-00101,2025-05-17
GM-IN-INB-00102,101,LOT-016-A,35,INB-00102,2025-04-03
GM-IN-INB-00102,101,LOT-016-A,35,INB-00102,2025-04-19
GM-IN-INB-00102,101,LOT-016-A,35,INB-00102,2025-05-29
GM-IN-INB-00103,101,LOT-016-B,18,INB-00103,2025-05-06
GM-IN-INB-00103,101,LOT-016-B,18,INB-00103,2025-04-21
GM-IN-INB-00103,101,LOT-016-B,18,INB-00103,2025-05-12
GM-IN-INB-00104,101,LOT-016-B,17,INB-00104,2025-05-08
GM-IN-INB-00104,101,LOT-016-B,17,INB-00104,2025-04-29
GM-IN-INB-00104,101,LOT-016-B,17,INB-00104,2025-04-03
GM-IN-INB-00105,101,LOT-016-B,28,INB-00105,2025-04-12
GM-IN-INB-00105,101,LOT-016-B,28,INB-00105,2025-04-25
GM-IN-INB-00105,101,LOT-016-B,28,INB-00105,2025-04-03
GM-IN-INB-00106,101,LOT-016-C,49,INB-00106,2025-05-18
GM-IN-INB-00106,101,LOT-016-C,49,INB-00106,2025-05-30
GM-IN-INB-00106,101,LOT-016-C,49,INB-00106,2025-05-06
GM-IN-INB-00107,101,LOT-016-C,40,INB-00107,2025-04-22
GM-IN-INB-00107,101,LOT-016-C,40,INB-00107,2025-04-24
GM-IN-INB-00107,101,LOT-016-C,40,INB-00107,2025-05-20
GM-IN-INB-00108,101,LOT-016-C,36,INB-00108,2025-05-16
GM-IN-INB-00108,101,LOT-016-C,36,INB-00108,2025-05-08
GM-IN-INB-00108,101,LOT-016-C,36,INB-00108,2025-04-13
GM-IN-INB-00109,101,LOT-017-A,48,INB-00109,2025-05-01
GM-IN-INB-00109,101,LOT-017-A,48,INB-00109,2025-05-08
GM-IN-INB-00109,101,LOT-017-A,48,INB-00109,2025-04-28
GM-IN-INB-00110,101,LOT-017-A,53,INB-00110,2025-05-21
GM-IN-INB-00110,101,LOT-017-A,53,INB-00110,2025-05-04
GM-IN-INB-00110,101,LOT-017-A,53,INB-00110,2025-04-10
GM-IN-INB-00111,101,LOT-017-A,30,INB-00111,2025-04-01
GM-IN-INB-00111,101,LOT-017-A,30,INB-00111,2025-05-01
GM-IN-INB-00111,101,LOT-017-A,30,INB-00111,2025-04-17
GM-IN-INB-00112,101,LOT-017-B,14,INB-00112,2025-04-30
GM-IN-INB-00112,101,LOT-017-B,14,INB-00112,2025-05-08
GM-IN-INB-00112,101,LOT-017-B,14,INB-00112,2025-05-02
GM-IN-INB-00113,101,LOT-017-B,21,INB-00113,2025-04-18
GM-IN-INB-00113,101,LOT-017-B,21,INB-00113,2025-05-10
GM-IN-INB-00113,101,LOT-017-B,21,INB-00113,2025-05-11
GM-IN-INB-00114,101,LOT-017-B,29,INB-00114,2025-04-10
GM-IN-INB-00114,101,LOT-017-B,29,INB-00114,2025-05-20
GM-IN-INB-00114,101,LOT-017-B,29,INB-00114,2025-05-09
GM-IN-INB-00115,101,LOT-017-C,41,INB-00115,2025-05-17
GM-IN-INB-00115,101,LOT-017-C,41,INB-00115,2025-05-20
GM-IN-INB-00115,101,LOT-017-C,41,INB-00115,2025-04-17
GM-IN-INB-00116,101,LOT-017-C,28,INB-00116,2025-04-13
GM-IN-INB-00116,101,LOT-017-C,28,INB-00116,2025-05-14
GM-IN-INB-00116,101,LOT-017-C,28,INB-00116,2025-04-03
GM-IN-INB-00117,101,LOT-017-C,33,INB-00117,2025-04-07
GM-IN-INB-00117,101,LOT-017-C,33,INB-00117,2025-05-13
GM-IN-INB-00117,101,LOT-017-C,33,INB-00117,2025-05-02
GM-IN-INB-00118,101,LOT-020-A,59,INB-00118,2025-05-18
GM-IN-INB-00118,101,LOT-020-A,59,INB-00118,2025-05-05
GM-IN-INB-00118,101,LOT-020-A,59,INB-00118,2025-04-22
GM-IN-INB-00119,101,LOT-020-A,33,INB-00119,2025-05-03
GM-IN-INB-00119,101,LOT-020-A,33,INB-00119,2025-04-02
GM-IN-INB-00119,101,LOT-020-A,33,INB-00119,2025-05-12
GM-IN-INB-00120,101,LOT-020-A,40,INB-00120,2025-04-22
GM-IN-INB-00120,101,LOT-020-A,40,INB-00120,2025-04-28
GM-IN-INB-00120,101,LOT-020-A,40,INB-00120,2025-04-16
GM-IN-INB-00121,101,LOT-020-B,20,INB-00121,2025-05-22
GM-IN-INB-00121,101,LOT-020-B,20,INB-00121,2025-04-02
GM-IN-INB-00121,101,LOT-020-B,20,INB-00121,2025-05-17
GM-IN-INB-00122,101,LOT-020-B,33,INB-00122,2025-04-02
GM-IN-INB-00122,101,LOT-020-B,33,INB-00122,2025-04-26
GM-IN-INB-00122,101,LOT-020-B,33,INB-00122,2025-04-01
GM-IN-INB-00123,101,LOT-020-B,16,INB-00123,2025-04-13
GM-IN-INB-00123,101,LOT-020-B,16,INB-00123,2025-05-26
GM-IN-INB-00123,101,LOT-020-B,16,INB-00123,2025-05-20
GM-IN-INB-00124,101,LOT-020-C,38,INB-00124,2025-05-22
GM-IN-INB-00124,101,LOT-020-C,38,INB-00124,2025-05-06
GM-IN-INB-00124,101,LOT-020-C,38,INB-00124,2025-05-09
GM-IN-INB-00125,101,LOT-020-C,45,INB-00125,2025-04-15
GM-IN-INB-00125,101,LOT-020-C,45,INB-00125,2025-04-29
GM-IN-INB-00125,101,LOT-020-C,45,INB-00125,2025-04-11
GM-IN-INB-00126,101,LOT-020-C,32,INB-00126,2025-05-15
