depot_id,lot_id,storage_bin,qty_on_hand,cycle_count_dt
DEPOT-HH,LOT-053-A,BIN-1548,20,2025-07-22
DEPOT-HH,LOT-053-A,BIN-0928,1,2025-07-11
DEPOT-HH,LOT-053-A,BIN-0985,12,2025-07-08
DEPOT-HH,LOT-053-A,BIN-0800,6,2025-07-31
DEPOT-HH,LOT-053-B,BIN-0902,3,2025-07-19
DEPOT-HH,LOT-053-B,BIN-1789,1,2025-07-07
DEPOT-HH,LOT-053-B,BIN-0294,2,2025-07-06
DEPOT-HH,LOT-053-B,BIN-0718,3,2025-07-20
DEPOT-HH,LOT-053-B,BIN-1173,1,2025-07-12
DEPOT-HH,LOT-053-B,BIN-1856,3,2025-07-26
DEPOT-HH,LOT-053-C,BIN-0358,8,2025-07-16
DEPOT-HH,LOT-053-C,BIN-1643,9,2025-07-28
DEPOT-HH,LOT-053-C,BIN-1835,5,2025-07-19
DEPOT-HH,LOT-053-C,BIN-1765,3,2025-07-27
DEPOT-HH,LOT-055-A,BIN-0488,55,2025-07-30
DEPOT-HH,LOT-055-B,BIN-0866,25,2025-07-19
DEPOT-HH,LOT-055-C,BIN-1910,29,2025-07-28
DEPOT-HH,LOT-057-A,BIN-1376,12,2025-07-30
DEPOT-HH,LOT-057-A,BIN-1607,2,2025-07-11
DEPOT-HH,LOT-057-A,BIN-1666,13,2025-07-07
DEPOT-HH,LOT-057-A,BIN-1618,12,2025-08-01
DEPOT-HH,LOT-057-A,BIN-1281,4,2025-07-11
DEPOT-HH,LOT-057-A,BIN-0063,10,2025-07-10
DEPOT-HH,LOT-057-B,BIN-0759,11,2025-07-05
DEPOT-HH,LOT-057-B,BIN-1979,11,2025-07-13
DEPOT-HH,LOT-057-B,BIN-0697,10,2025-07-04
DEPOT-HH,LOT-057-B,BIN-0444,6,2025-07-10
DEPOT-HH,LOT-057-B,BIN-0680,3,2025-07-12
DEPOT-HH,LOT-057-B,BIN-1456,2,2025-07-31
DEPOT-HH,LOT-057-C,BIN-0628,8,2025-07-10
DEPOT-HH,LOT-057-C,BIN-1645,1,2025-07-09
DEPOT-HH,LOT-057-C,BIN-1394,4,2025-07-10
DEPOT-HH,LOT-057-C,BIN-0913,2,2025-07-20
DEPOT-HH,LOT-057-C,BIN-1382,16,2025-07-13
DEPOT-HH,LOT-057-C,BIN-1834,16,2025-07-14
DEPOT-HH,LOT-058-A,BIN-1491,11,2025-08-01
DEPOT-HH,LOT-058-A,BIN-1967,19,2025-07-04
DEPOT-HH,LOT-058-B,BIN-1268,32,2025-07-06
DEPOT-HH,LOT-058-C,BIN-0549,55,2025-07-16
DEPOT-HH,LOT-058-C,BIN-0326,13,2025-07-24
DEPOT-HH,LOT-059-A,BIN-1854,54,2025-07-24
DEPOT-HH,LOT-059-A,BIN-0156,44,2025-08-01
DEPOT-HH,LOT-059-B,BIN-0668,35,2025-07-19
DEPOT-HH,LOT-059-C,BIN-1814,14,2025-07-18
DEPOT-HH,LOT-059-C,BIN-0366,5,2025-07-14
DEPOT-HH,LOT-059-C,BIN-0356,16,2025-07-13
DEPOT-HH,LOT-059-C,BIN-1728,12,2025-07-31
DEPOT-NJ,LOT-005-A,BIN-0772,14,2025-07-05
DEPOT-NJ,LOT-005-A,BIN-0146,1,2025-07-09
DEPOT-NJ,LOT-005-A,BIN-1904,16,2025-07-06
DEPOT-NJ,LOT-005-A,BIN-0819,11,2025-07-27
DEPOT-NJ,LOT-005-B,BIN-0518,45,2025-07-28
DEPOT-NJ,LOT-005-C,BIN-0333,3,2025-07-13
DEPOT-NJ,LOT-005-C,BIN-0295,17,2025-07-26
DEPOT-NJ,LOT-005-C,BIN-1677,11,2025-07-28
DEPOT-NJ,LOT-007-A,BIN-0856,43,2025-07-17
DEPOT-NJ,LOT-007-A,BIN-0352,22,2025-07-17
DEPOT-NJ,LOT-007-A,BIN-0012,6,2025-07-17
DEPOT-NJ,LOT-007-B,BIN-1401,3,2025-07-10
DEPOT-NJ,LOT-007-B,BIN-1226,4,2025-07-28
DEPOT-NJ,LOT-007-B,BIN-0371,2,2025-07-31
DEPOT-NJ,LOT-007-B,BIN-0838,1,2025-07-06
DEPOT-NJ,LOT-007-B,BIN-0709,4,2025-07-18
DEPOT-NJ,LOT-007-B,BIN-0068,2,2025-07-13
DEPOT-NJ,LOT-007-C,BIN-1381,41,2025-07-03
DEPOT-NJ,LOT-007-C,BIN-1030,26,2025-07-22
DEPOT-NJ,LOT-008-A,BIN-0646,26,2025-07-29
DEPOT-NJ,LOT-008-A,BIN-0570,34,2025-07-05
DEPOT-NJ,LOT-008-A,BIN-0992,12,2025-07-31
DEPOT-NJ,LOT-008-A,BIN-0764,11,2025-07-22
DEPOT-NJ,LOT-008-B,BIN-1549,7,2025-07-31
DEPOT-NJ,LOT-008-B,BIN-1294,1,2025-07-27
DEPOT-NJ,LOT-008-B,BIN-1233,4,2025-07-05
DEPOT-NJ,LOT-008-B,BIN-0783,5,2025-07-15
DEPOT-NJ,LOT-008-B,BIN-0720,4,2025-07-07
DEPOT-NJ,LOT-008-C,BIN-0570,8,2025-07-18
DEPOT-NJ,LOT-008-C,BIN-0921,4,2025-07-22
DEPOT-NJ,LOT-008-C,BIN-1201,6,2025-07-15
DEPOT-NJ,LOT-011-A,BIN-0944,20,2025-07-18
DEPOT-NJ,LOT-011-A,BIN-1352,5,2025-07-26
DEPOT-NJ,LOT-011-A,BIN-1143,9,2025-07-17
DEPOT-NJ,LOT-011-A,BIN-0930,9,2025-07-22
DEPOT-NJ,LOT-011-A,BIN-1294,10,2025-07-04
DEPOT-NJ,LOT-011-A,BIN-0366,11,2025-07-28
DEPOT-NJ,LOT-011-B,BIN-0805,2,2025-07-18
DEPOT-NJ,LOT-011-B,BIN-0289,7,2025-07-26
DEPOT-NJ,LOT-011-B,BIN-0453,4,2025-07-22
DEPOT-NJ,LOT-011-B,BIN-0941,2,2025-07-31
DEPOT-NJ,LOT-011-B,BIN-0083,5,2025-07-08
DEPOT-NJ,LOT-011-B,BIN-1762,3,2025-07-04
DEPOT-NJ,LOT-011-C,BIN-0765,15,2025-07-25
DEPOT-NJ,LOT-011-C,BIN-1870,19,2025-07-05
DEPOT-NJ,LOT-015-A,BIN-0084,25,2025-07-30
DEPOT-NJ,LOT-015-A,BIN-1568,1,2025-07-24
DEPOT-NJ,LOT-015-A,BIN-0866,19,2025-07-03
DEPOT-NJ,LOT-015-A,BIN-1103,2,2025-07-12
DEPOT-NJ,LOT-015-B,BIN-0190,8,2025-07-22
DEPOT-NJ,LOT-015-B,BIN-1261,9,2025-07-15
DEPOT-NJ,LOT-015-B,BIN-1597,6,2025-07-13
DEPOT-NJ,LOT-015-B,BIN-0305,7,2025-07-08
DEPOT-NJ,LOT-015-C,BIN-0239,19,2025-07-24
DEPOT-NJ,LOT-015-C,BIN-0061,13,2025-07-28
DEPOT-NJ,LOT-019-A,BIN-1073,23,2025-07-30
DEPOT-NJ,LOT-019-A,BIN-0882,7,2025-07-18
DEPOT-NJ,LOT-019-A,BIN-0803,3,2025-07-07
DEPOT-NJ,LOT-019-B,BIN-0790,5,2025-07-26
DEPOT-NJ,LOT-019-B,BIN-1437,9,2025-07-10
DEPOT-NJ,LOT-019-B,BIN-1715,11,2025-07-29
DEPOT-NJ,LOT-019-C,BIN-0192,1,2025-07-25
DEPOT-NJ,LOT-019-C,BIN-0310,1,2025-07-22
DEPOT-NJ,LOT-019-C,BIN-0796,15,2025-07-06
DEPOT-NJ,LOT-019-C,BIN-1969,8,2025-07-30
DEPOT-NJ,LOT-021-A,BIN-1865,11,2025-07-08
DEPOT-NJ,LOT-021-A,BIN-0824,44,2025-07-14
DEPOT-NJ,LOT-021-B,BIN-1467,7,2025-07-12
DEPOT-NJ,LOT-021-B,BIN-0279,7,2025-07-20
DEPOT-NJ,LOT-021-B,BIN-1802,4,2025-07-30
DEPOT-NJ,LOT-021-B,BIN-1555,2,2025-07-27
DEPOT-NJ,LOT-021-B,BIN-1764,1,2025-07-21
DEPOT-NJ,LOT-021-B,BIN-1173,5,2025-07-31
DEPOT-NJ,LOT-021-C,BIN-1291,12,2025-07-25
DEPOT-NJ,LOT-021-C,BIN-0103,12,2025-07-09
DEPOT-NJ,LOT-021-C,BIN-0197,2,2025-07-29
DEPOT-NJ,LOT-022-A,BIN-0065,17,2025-07-20
DEPOT-NJ,LOT-022-A,BIN-0531,6,2025-07-26
DEPOT-NJ,LOT-022-A,BIN-0353,9,2025-07-18
DEPOT-NJ,LOT-022-A,BIN-0162,8,2025-07-10
DEPOT-NJ,LOT-022-A,BIN-1103,12,2025-07-14
DEPOT-NJ,LOT-022-A,BIN-0917,14,2025-07-20
