shipment_id,site_id,timestamp,temperature_c,humidity_pct,gps_lat,gps_lon,excursion_flag
SHP-002,SITE-020,2025-07-09T20:00:00,1.5,66.3,50.8242,11.1594,0
SHP-002,SITE-020,2025-07-10T03:00:00,5.35,62.0,51.0514,11.228,0
SHP-002,SITE-020,2025-07-10T10:00:00,4.44,58.6,50.9062,11.2635,0
SHP-002,SITE-020,2025-07-10T17:00:00,4.31,62.2,50.69,11.4534,0
SHP-002,SITE-020,2025-07-11T01:00:00,5.49,43.3,51.0515,11.3389,0
SHP-002,SITE-020,2025-07-11T08:00:00,0.72,32.5,51.079,11.4647,0
SHP-002,SITE-020,2025-07-11T15:00:00,25.45,41.8,51.1526,11.5488,1
SHP-002,SITE-020,2025-07-11T22:00:00,3.77,65.8,51.0983,11.7141,0
SHP-002,SITE-020,2025-07-12T06:00:00,5.14,70.3,51.1301,11.6595,0
SHP-002,SITE-020,2025-07-12T13:00:00,6.34,62.6,51.0925,11.4639,0
SHP-002,SITE-020,2025-07-12T20:00:00,2.32,47.2,51.1493,11.9675,0
SHP-002,SITE-020,2025-07-13T03:00:00,8.17,55.2,51.2871,11.8283,0
SHP-002,SITE-020,2025-07-13T11:00:00,3.37,60.4,51.3586,11.8787,0
SHP-002,SITE-020,2025-07-13T18:00:00,5.17,55.7,51.4438,12.0527,0
SHP-002,SITE-020,2025-07-14T01:00:00,2.06,55.8,51.4318,12.0468,0
SHP-002,SITE-020,2025-07-14T08:00:00,4.43,37.5,51.2982,12.2319,0
SHP-002,SITE-020,2025-07-14T16:00:00,2.45,58.1,51.4797,12.1633,0
SHP-002,SITE-020,2025-07-14T23:00:00,3.65,64.8,51.427,12.3699,0
SHP-002,SITE-020,2025-07-15T06:00:00,3.87,64.0,51.6195,12.3762,0
SHP-002,SITE-020,2025-07-15T13:00:00,5.87,44.7,51.6722,12.3965,0
SHP-002,SITE-020,2025-07-15T21:00:00,5.11,59.3,51.5451,12.5001,0
SHP-002,SITE-020,2025-07-16T04:00:00,3.06,60.7,51.7245,12.701,0
SHP-002,SITE-020,2025-07-16T11:00:00,5.19,58.2,51.7854,12.7799,0
SHP-002,SITE-020,2025-07-16T18:00:00,5.91,51.1,51.9838,12.7912,0
SHP-002,SITE-020,2025-07-17T02:00:00,3.73,61.5,51.8729,12.6232,0
SHP-002,SITE-020,2025-07-17T09:00:00,5.03,58.9,51.7259,12.8651,0
SHP-002,SITE-020,2025-07-17T16:00:00,6.66,56.1,51.7791,12.72,0
SHP-003,SITE-018,2025-07-13T00:00:00,6.23,50.7,49.8036,9.9688,0
SHP-003,SITE-018,2025-07-13T12:00:00,7.2,67.4,50.053,10.0648,0
SHP-003,SITE-018,2025-07-14T00:00:00,3.84,75.3,49.9857,10.4404,0
SHP-003,SITE-018,2025-07-14T12:00:00,4.15,53.4,50.1186,10.4852,0
SHP-003,SITE-018,2025-07-15T00:00:00,5.47,58.1,50.4217,10.426,0
SHP-003,SITE-018,2025-07-15T12:00:00,7.82,58.0,50.5358,10.7617,0
SHP-003,SITE-018,2025-07-16T00:00:00,3.85,41.8,50.5409,10.6931,0
SHP-003,SITE-018,2025-07-16T12:00:00,5.03,60.7,50.5607,10.8906,0
SHP-003,SITE-018,2025-07-17T00:00:00,5.46,65.9,50.531,11.1733,0
SHP-003,SITE-018,2025-07-17T12:00:00,4.51,22.0,50.7845,11.0373,0
SHP-003,SITE-018,2025-07-18T00:00:00,6.82,37.4,50.8547,11.2431,0
SHP-003,SITE-018,2025-07-18T12:00:00,31.97,43.2,50.8861,11.2487,1
SHP-003,SITE-018,2025-07-19T00:00:00,5.71,58.3,50.856,11.4833,0
SHP-003,SITE-018,2025-07-19T12:00:00,6.52,81.0,51.0232,11.4814,0
SHP-003,SITE-018,2025-07-20T00:00:00,6.23,70.6,51.1947,11.5354,0
SHP-003,SITE-018,2025-07-20T12:00:00,5.14,62.2,51.2665,11.928,0
SHP-003,SITE-018,2025-07-21T00:00:00,4.49,52.7,51.258,11.9413,0
SHP-003,SITE-018,2025-07-21T12:00:00,6.38,53.0,51.5285,11.9943,0
SHP-003,SITE-018,2025-07-22T00:00:00,4.59,60.5,51.2134,12.2101,0
SHP-003,SITE-018,2025-07-22T12:00:00,3.78,64.5,51.6423,12.3744,0
SHP-003,SITE-018,2025-07-23T00:00:00,4.04,49.6,51.599,12.3812,0
SHP-003,SITE-018,2025-07-23T12:00:00,4.45,62.4,51.7386,12.5802,0
SHP-003,SITE-018,2025-07-24T00:00:00,4.54,48.3,51.913,12.8033,0
SHP-003,SITE-018,2025-07-24T12:00:00,6.26,52.2,51.8935,12.8603,0
SHP-004,SITE-002,2025-07-11T00:00:00,3.1,52.1,50.1764,9.9067,0
SHP-004,SITE-002,2025-07-11T04:00:00,5.44,39.2,50.2237,10.0811,0
SHP-004,SITE-002,2025-07-11T08:00:00,4.31,58.9,49.9454,10.1426,0
SHP-004,SITE-002,2025-07-11T12:00:00,7.04,39.5,50.0326,10.3196,0
SHP-004,SITE-002,2025-07-11T16:00:00,7.16,57.3,50.215,10.2578,0
SHP-004,SITE-002,2025-07-11T20:00:00,5.47,76.3,50.3334,10.3495,0
SHP-004,SITE-002,2025-07-12T00:00:00,5.57,57.4,50.4934,10.2589,0
SHP-004,SITE-002,2025-07-12T04:00:00,5.28,64.6,50.226,10.4232,0
SHP-004,SITE-002,2025-07-12T08:00:00,3.41,34.1,50.4333,10.5296,0
SHP-004,SITE-002,2025-07-12T12:00:00,3.71,58.4,50.5826,10.5872,0
SHP-004,SITE-002,2025-07-12T16:00:00,5.99,50.1,50.4676,10.7126,0
SHP-004,SITE-002,2025-07-12T21:00:00,5.1,44.1,50.4299,10.7893,0
SHP-004,SITE-002,2025-07-13T01:00:00,6.22,68.8,50.4728,10.7703,0
SHP-004,SITE-002,2025-07-13T05:00:00,3.96,42.2,50.7583,10.8551,0
SHP-004,SITE-002,2025-07-13T09:00:00,4.94,50.2,50.8622,10.9694,0
SHP-004,SITE-002,2025-07-13T13:00:00,4.07,45.9,50.7429,10.9844,0
SHP-004,SITE-002,2025-07-13T17:00:00,6.11,64.7,50.5373,11.1862,0
SHP-004,SITE-002,2025-07-13T21:00:00,4.89,60.4,50.9773,11.3271,0
SHP-004,SITE-002,2025-07-14T01:00:00,1.51,54.7,50.9483,11.2748,0
SHP-004,SITE-002,2025-07-14T05:00:00,6.78,43.4,50.7992,11.4224,0
SHP-004,SITE-002,2025-07-14T09:00:00,4.34,44.1,51.051,11.3514,0
SHP-004,SITE-002,2025-07-14T14:00:00,4.04,39.5,51.0188,11.6523,0
SHP-004,SITE-002,2025-07-14T18:00:00,5.28,57.3,51.0045,11.4758,0
SHP-004,SITE-002,2025-07-14T22:00:00,4.62,49.8,51.1553,11.6574,0
SHP-004,SITE-002,2025-07-15T02:00:00,6.73,55.3,51.2261,11.7687,0
SHP-004,SITE-002,2025-07-15T06:00:00,3.2,72.6,51.2678,11.7944,0
SHP-004,SITE-002,2025-07-15T10:00:00,3.4,39.8,51.132,11.7945,0
SHP-004,SITE-002,2025-07-15T14:00:00,7.34,50.8,51.4597,12.003,0
SHP-004,SITE-002,2025-07-15T18:00:00,6.61,62.1,51.2645,12.0379,0
SHP-004,SITE-002,2025-07-15T22:00:00,7.18,60.6,51.364,12.1984,0
SHP-004,SITE-002,2025-07-16T02:00:00,5.37,48.3,51.3134,12.2068,0
SHP-004,SITE-002,2025-07-16T07:00:00,6.72,56.3,51.4088,12.1866,0
SHP-004,SITE-002,2025-07-16T11:00:00,5.63,71.0,51.7266,12.1596,0
SHP-004,SITE-002,2025-07-16T15:00:00,7.39,65.9,51.7903,12.3568,0
SHP-004,SITE-002,2025-07-16T19:00:00,6.52,64.2,51.773,12.5036,0
SHP-004,SITE-002,2025-07-16T23:00:00,6.71,65.7,51.6421,12.2834,0
SHP-004,SITE-002,2025-07-17T03:00:00,4.41,39.4,51.8253,12.5856,0
SHP-004,SITE-002,2025-07-17T07:00:00,6.28,51.7,51.961,12.6891,0
SHP-004,SITE-002,2025-07-17T11:00:00,6.85,73.8,51.6115,12.8487,0
SHP-004,SITE-002,2025-07-17T15:00:00,5.26,44.8,51.8835,12.7934,0
SHP-004,SITE-002,2025-07-17T19:00:00,4.67,49.9,51.8547,12.9736,0
SHP-005,SITE-027,2025-07-12T00:00:00,7.34,62.1,50.2421,9.9719,0
SHP-005,SITE-027,2025-07-12T04:00:00,4.79,55.1,50.165,10.1368,0
SHP-005,SITE-027,2025-07-12T08:00:00,6.47,30.7,50.0738,10.238,0
SHP-005,SITE-027,2025-07-12T12:00:00,5.98,61.3,50.0739,10.1807,0
SHP-005,SITE-027,2025-07-12T17:00:00,4.43,60.4,50.2421,10.5755,0
SHP-005,SITE-027,2025-07-12T21:00:00,6.56,51.3,50.4296,10.5086,0
SHP-005,SITE-027,2025-07-13T01:00:00,6.13,69.3,50.4144,10.6357,0
SHP-005,SITE-027,2025-07-13T06:00:00,5.99,34.0,50.4236,10.6114,0
SHP-005,SITE-027,2025-07-13T10:00:00,2.36,46.5,50.5712,10.9074,0
SHP-005,SITE-027,2025-07-13T14:00:00,4.99,59.0,50.602,10.9378,0
SHP-005,SITE-027,2025-07-13T18:00:00,6.87,52.1,50.7689,10.8915,0
SHP-005,SITE-027,2025-07-13T23:00:00,4.19,46.2,50.7413,11.2859,0
SHP-005,SITE-027,2025-07-14T03:00:00,29.2,41.8,50.661,11.4008,1
SHP-005,SITE-027,2025-07-14T07:00:00,3.97,43.3,50.7297,11.4923,0
SHP-005,SITE-027,2025-07-14T12:00:00,6.36,47.0,50.8922,11.4874,0
SHP-005,SITE-027,2025-07-14T16:00:00,9.59,33.7,50.9926,11.5688,0
SHP-005,SITE-027,2025-07-14T20:00:00,6.53,67.5,51.1392,11.6304,0
SHP-005,SITE-027,2025-07-15T00:00:00,30.86,56.8,51.1913,11.7391,1
SHP-005,SITE-027,2025-07-15T05:00:00,3.71,54.4,51.3346,12.0738,0
SHP-005,SITE-027,2025-07-15T09:00:00,3.53,62.3,51.2865,12.1483,0
SHP-005,SITE-027,2025-07-15T13:00:00,6.95,54.6,51.4579,12.0961,0
SHP-005,SITE-027,2025-07-15T18:00:00,3.94,31.6,51.4835,12.2979,0
SHP-005,SITE-027,2025-07-15T22:00:00,7.58,77.8,51.4167,12.2784,0
SHP-005,SITE-027,2025-07-16T02:00:00,3.98,57.6,51.4991,12.4665,0
SHP-005,SITE-027,2025-07-16T06:00:00,3.81,43.1,51.5719,12.5863,0
SHP-005,SITE-027,2025-07-16T11:00:00,6.02,46.4,51.7179,12.4736,0
SHP-005,SITE-027,2025-07-16T15:00:00,6.86,51.0,51.9999,12.8591,0
SHP-005,SITE-027,2025-07-16T19:00:00,4.42,55.8,52.0502,13.0081,0
SHP-006,SITE-007,2025-07-09T00:00:00,6.85,46.2,49.93,10.1105,0
SHP-006,SITE-007,2025-07-09T04:00:00,6.73,47.7,50.1127,10.1038,0
SHP-006,SITE-007,2025-07-09T08:00:00,4.46,49.6,50.268,10.2952,0
SHP-006,SITE-007,2025-07-09T13:00:00,3.56,53.2,50.1,10.47,0
SHP-006,SITE-007,2025-07-09T17:00:00,5.5,57.8,50.4771,10.5076,0
SHP-006,SITE-007,2025-07-09T22:00:00,5.91,43.8,50.3486,10.4128,0
SHP-006,SITE-007,2025-07-10T02:00:00,4.6,55.5,50.6518,10.4885,0
SHP-006,SITE-007,2025-07-10T07:00:00,6.08,70.0,50.4579,10.7807,0
SHP-006,SITE-007,2025-07-10T11:00:00,5.6,55.8,50.6014,10.8775,0
SHP-006,SITE-007,2025-07-10T16:00:00,6.94,56.4,50.595,11.0041,0
SHP-006,SITE-007,2025-07-10T20:00:00,5.93,59.6,50.7372,11.0902,0
SHP-006,SITE-007,2025-07-11T00:00:00,1.5,49.0,50.8491,11.1707,0
SHP-006,SITE-007,2025-07-11T05:00:00,6.07,46.2,50.8823,11.2356,0
SHP-006,SITE-007,2025-07-11T09:00:00,4.68,55.3,51.0268,11.5105,0
SHP-006,SITE-007,2025-07-11T14:00:00,5.13,64.3,50.999,11.537,0
SHP-006,SITE-007,2025-07-11T18:00:00,4.8,69.7,51.0785,11.8226,0
SHP-006,SITE-007,2025-07-11T23:00:00,6.08,70.5,51.1672,11.9009,0
SHP-006,SITE-007,2025-07-12T03:00:00,2.9,60.5,51.2653,11.6392,0
SHP-006,SITE-007,2025-07-12T08:00:00,5.84,46.6,51.4201,11.9708,0
SHP-006,SITE-007,2025-07-12T12:00:00,5.03,63.6,51.5104,12.1583,0
SHP-006,SITE-007,2025-07-12T16:00:00,4.52,47.6,51.5578,12.3163,0
SHP-006,SITE-007,2025-07-12T21:00:00,3.02,32.8,51.5559,12.3615,0
SHP-006,SITE-007,2025-07-13T01:00:00,5.21,52.5,51.6585,12.5493,0
SHP-006,SITE-007,2025-07-13T06:00:00,3.49,57.9,51.7195,12.5723,0
SHP-006,SITE-007,2025-07-13T10:00:00,4.8,62.7,51.8866,12.6915,0
SHP-006,SITE-007,2025-07-13T15:00:00,6.98,63.4,51.9123,12.6735,0
SHP-006,SITE-007,2025-07-13T19:00:00,5.36,47.8,51.9525,12.9235,0
SHP-007,SITE-008,2025-07-07T00:00:00,3.88,46.4,50.1145,9.9492,0
SHP-007,SITE-008,2025-07-07T05:00:00,4.2,42.5,50.1581,10.0757,0
SHP-007,SITE-008,2025-07-07T10:00:00,4.08,50.4,50.3605,10.1673,0
SHP-007,SITE-008,2025-07-07T16:00:00,3.4,54.2,50.2849,10.2224,0
SHP-007,SITE-008,2025-07-07T21:00:00,7.0,48.3,50.3831,10.454,0
SHP-007,SITE-008,2025-07-08T02:00:00,4.39,55.1,50.1275,10.369,0
SHP-007,SITE-008,2025-07-08T08:00:00,3.85,44.1,50.4258,10.4444,0
SHP-007,SITE-008,2025-07-08T13:00:00,6.35,42.2,50.4588,10.6195,0
SHP-007,SITE-008,2025-07-08T18:00:00,5.61,66.8,50.3898,10.7853,0
SHP-007,SITE-008,2025-07-09T00:00:00,4.08,53.9,50.5966,10.8236,0
SHP-007,SITE-008,2025-07-09T05:00:00,6.11,54.1,50.5839,11.0631,0
SHP-007,SITE-008,2025-07-09T10:00:00,4.71,62.3,50.6228,10.9496,0
SHP-007,SITE-008,2025-07-09T16:00:00,7.29,58.2,50.7769,11.2464,0
SHP-007,SITE-008,2025-07-09T21:00:00,6.5,67.4,50.6574,10.9579,0
SHP-007,SITE-008,2025-07-10T02:00:00,5.05,54.4,50.921,11.1891,0
SHP-007,SITE-008,2025-07-10T08:00:00,2.41,30.3,50.9176,11.0453,0
SHP-007,SITE-008,2025-07-10T13:00:00,5.07,60.4,50.8738,11.4484,0
SHP-007,SITE-008,2025-07-10T18:00:00,28.89,54.7,50.8889,11.297,1
SHP-007,SITE-008,2025-07-11T00:00:00,6.87,58.8,50.8932,11.4151,0
SHP-007,SITE-008,2025-07-11T05:00:00,6.83,48.2,50.9573,11.5209,0
SHP-007,SITE-008,2025-07-11T10:00:00,6.85,57.2,51.171,11.774,0
SHP-007,SITE-008,2025-07-11T16:00:00,4.68,52.7,51.2029,11.8014,0
SHP-007,SITE-008,2025-07-11T21:00:00,29.39,39.2,51.4155,11.6608,1
SHP-007,SITE-008,2025-07-12T02:00:00,3.41,70.6,51.4749,11.9606,0
SHP-007,SITE-008,2025-07-12T08:00:00,5.61,62.3,51.4031,12.1819,0
SHP-007,SITE-008,2025-07-12T13:00:00,2.79,61.0,51.3742,12.1093,0
SHP-007,SITE-008,2025-07-12T18:00:00,4.89,53.2,51.5256,12.1274,0
SHP-007,SITE-008,2025-07-13T00:00:00,4.66,44.9,51.4222,12.3064,0
SHP-007,SITE-008,2025-07-13T05:00:00,5.64,57.3,51.5092,12.313,0
SHP-007,SITE-008,2025-07-13T10:00:00,8.39,52.5,51.5599,12.4364,0
SHP-007,SITE-008,2025-07-13T16:00:00,4.04,66.9,51.3861,12.3871,0
SHP-007,SITE-008,2025-07-13T21:00:00,5.34,54.0,51.8423,12.53,0
SHP-007,SITE-008,2025-07-14T02:00:00,5.56,44.4,51.6462,12.6653,0
SHP-007,SITE-008,2025-07-14T08:00:00,2.43,56.9,51.8572,12.8633,0
SHP-007,SITE-008,2025-07-14T13:00:00,3.33,51.1,51.9644,12.9313,0
SHP-007,SITE-008,2025-07-14T18:00:00,7.95,57.3,51.9416,13.0124,0
SHP-008,SITE-006,2025-07-08T00:00:00,7.46,73.9,49.965,10.1087,0
SHP-008,SITE-006,2025-07-08T03:00:00,7.51,33.8,49.9642,9.9535,0
SHP-008,SITE-006,2025-07-08T07:00:00,7.12,56.4,50.0624,10.0632,0
SHP-008,SITE-006,2025-07-08T10:00:00,4.62,60.9,50.173,10.1967,0
SHP-008,SITE-006,2025-07-08T14:00:00,4.35,53.1,50.073,10.1459,0
SHP-008,SITE-006,2025-07-08T17:00:00,8.32,52.3,50.1295,10.3148,0
SHP-008,SITE-006,2025-07-08T21:00:00,6.76,43.5,50.3404,10.3448,0
SHP-008,SITE-006,2025-07-09T01:00:00,5.62,42.4,50.3878,10.482,0
SHP-008,SITE-006,2025-07-09T04:00:00,2.71,50.9,50.2869,10.6364,0
SHP-008,SITE-006,2025-07-09T08:00:00,6.81,68.7,50.4265,10.7681,0
SHP-008,SITE-006,2025-07-09T11:00:00,3.88,51.9,50.37,10.6441,0
SHP-008,SITE-006,2025-07-09T15:00:00,6.97,55.4,50.4753,10.6204,0
SHP-008,SITE-006,2025-07-09T18:00:00,6.88,61.5,50.4631,10.6614,0
SHP-008,SITE-006,2025-07-09T22:00:00,6.18,53.3,50.5177,10.6999,0
SHP-008,SITE-006,2025-07-10T02:00:00,7.11,54.3,50.6893,10.8933,0
SHP-008,SITE-006,2025-07-10T05:00:00,2.97,51.9,50.7884,11.0254,0
SHP-008,SITE-006,2025-07-10T09:00:00,4.2,55.8,50.8332,11.0447,0
SHP-008,SITE-006,2025-07-10T12:00:00,4.71,38.0,50.8288,11.1086,0
SHP-008,SITE-006,2025-07-10T16:00:00,6.58,39.5,50.9295,11.0499,0
SHP-008,SITE-006,2025-07-10T19:00:00,6.28,49.2,50.742,11.1095,0
SHP-008,SITE-006,2025-07-10T23:00:00,5.18,46.1,50.9018,11.442,0
SHP-008,SITE-006,2025-07-11T03:00:00,6.04,58.0,50.792,11.4231,0
SHP-008,SITE-006,2025-07-11T06:00:00,4.51,45.2,50.7087,11.3571,0
SHP-008,SITE-006,2025-07-11T10:00:00,1.86,50.0,50.9383,11.5427,0
SHP-008,SITE-006,2025-07-11T13:00:00,5.05,56.0,50.7939,11.5017,0
SHP-008,SITE-006,2025-07-11T17:00:00,4.32,55.4,51.0567,11.5202,0
SHP-008,SITE-006,2025-07-11T20:00:00,4.57,71.5,50.9407,11.5621,0
SHP-008,SITE-006,2025-07-12T00:00:00,7.01,58.7,51.0823,11.5761,0
SHP-008,SITE-006,2025-07-12T04:00:00,5.31,45.1,51.2375,11.7145,0
SHP-008,SITE-006,2025-07-12T07:00:00,3.67,67.3,51.346,12.0977,0
SHP-008,SITE-006,2025-07-12T11:00:00,29.68,48.7,51.1574,11.9352,1
SHP-008,SITE-006,2025-07-12T14:00:00,28.35,59.8,51.3448,11.8915,1
SHP-008,SITE-006,2025-07-12T18:00:00,5.05,47.4,51.3507,11.9856,0
SHP-008,SITE-006,2025-07-12T21:00:00,7.18,46.7,51.42,11.9483,0
SHP-008,SITE-006,2025-07-13T01:00:00,8.09,31.7,51.5556,12.0813,0
SHP-008,SITE-006,2025-07-13T05:00:00,2.85,55.8,51.1992,12.2545,0
SHP-008,SITE-006,2025-07-13T08:00:00,5.43,56.0,51.4395,12.2556,0
SHP-008,SITE-006,2025-07-13T12:00:00,4.68,48.2,51.5461,12.3097,0
SHP-008,SITE-006,2025-07-13T15:00:00,5.41,58.3,51.7251,12.3043,0
SHP-008,SITE-006,2025-07-13T19:00:00,6.7,52.8,51.4771,12.514,0
SHP-008,SITE-006,2025-07-13T22:00:00,5.24,63.5,51.7579,12.5291,0
SHP-008,SITE-006,2025-07-14T02:00:00,2.67,56.0,51.7214,12.6637,0
SHP-008,SITE-006,2025-07-14T06:00:00,3.98,59.1,51.6085,12.637,0
SHP-008,SITE-006,2025-07-14T09:00:00,4.41,44.4,51.7792,12.9181,0
SHP-008,SITE-006,2025-07-14T13:00:00,4.5,62.7,51.6605,12.801,0
SHP-008,SITE-006,2025-07-14T16:00:00,3.62,42.6,51.9921,12.9341,0
SHP-008,SITE-006,2025-07-14T20:00:00,5.2,52.0,51.91,12.8376,0
SHP-009,SITE-010,2025-07-05T00:00:00,5.96,39.4,50.0685,10.2573,0
SHP-009,SITE-010,2025-07-05T05:00:00,4.79,54.9,49.8929,10.2227,0
SHP-009,SITE-010,2025-07-05T11:00:00,5.32,42.9,50.0342,10.2367,0
SHP-009,SITE-010,2025-07-05T17:00:00,4.29,62.4,50.0914,10.1835,0
SHP-009,SITE-010,2025-07-05T23:00:00,7.46,72.4,50.1044,10.2445,0
SHP-009,SITE-010,2025-07-06T05:00:00,6.26,47.0,50.4318,10.4043,0
SHP-009,SITE-010,2025-07-06T11:00:00,5.75,62.2,50.2216,10.2886,0
SHP-009,SITE-010,2025-07-06T16:00:00,4.43,64.5,50.3931,10.4673,0
SHP-009,SITE-010,2025-07-06T22:00:00,6.85,60.4,50.2827,10.5958,0
SHP-009,SITE-010,2025-07-07T04:00:00,5.72,53.7,50.4745,10.7018,0
SHP-009,SITE-010,2025-07-07T10:00:00,5.41,52.7,50.3159,10.5387,0
SHP-009,SITE-010,2025-07-07T16:00:00,8.25,46.7,50.7153,10.8148,0
SHP-009,SITE-010,2025-07-07T22:00:00,7.06,46.7,50.7288,10.9266,0
SHP-009,SITE-010,2025-07-08T04:00:00,7.3,60.3,50.5572,10.8989,0
SHP-009,SITE-010,2025-07-08T09:00:00,7.54,67.8,50.8038,10.9064,0
SHP-009,SITE-010,2025-07-08T15:00:00,4.95,60.8,50.6659,11.0161,0
SHP-009,SITE-010,2025-07-08T21:00:00,3.26,68.4,50.7587,11.2273,0
SHP-009,SITE-010,2025-07-09T03:00:00,3.47,64.8,50.9453,11.3278,0
SHP-009,SITE-010,2025-07-09T09:00:00,4.71,63.5,51.0149,11.1876,0
SHP-009,SITE-010,2025-07-09T15:00:00,4.28,50.4,50.7344,11.3355,0
SHP-009,SITE-010,2025-07-09T21:00:00,3.68,50.4,50.9671,11.4674,0
SHP-009,SITE-010,2025-07-10T02:00:00,4.89,77.2,50.9207,11.4082,0
SHP-009,SITE-010,2025-07-10T08:00:00,28.72,53.4,50.8278,11.5522,1
SHP-009,SITE-010,2025-07-10T14:00:00,2.52,43.5,51.0931,11.5552,0
SHP-009,SITE-010,2025-07-10T20:00:00,29.21,64.5,51.2277,11.9826,1
SHP-009,SITE-010,2025-07-11T02:00:00,3.82,47.5,51.2826,11.8086,0
SHP-009,SITE-010,2025-07-11T08:00:00,5.28,43.7,51.1569,11.9434,0
SHP-009,SITE-010,2025-07-11T14:00:00,4.77,53.1,51.4098,11.9537,0
SHP-009,SITE-010,2025-07-11T19:00:00,6.58,56.2,51.2651,12.1509,0
SHP-009,SITE-010,2025-07-12T01:00:00,5.91,59.7,51.4106,12.115,0
SHP-009,SITE-010,2025-07-12T07:00:00,1.45,73.0,51.5785,12.166,0
SHP-009,SITE-010,2025-07-12T13:00:00,2.59,63.4,51.7032,12.3192,0
SHP-009,SITE-010,2025-07-12T19:00:00,6.08,81.4,51.5531,12.2149,0
SHP-009,SITE-010,2025-07-13T01:00:00,3.37,50.9,51.6234,12.4108,0
